Reaction	Isozyme	Gene	Stoichiometry	Confidence
R_rxn01973_c	1	PN9602505	2	1
R_rxn00737_c	1	PN9613455	4	1
R_rxn00416_c	1	PN9609380	2	1
R_rxn15947_c	1	PN9604025	2	1
R_rxn06448_c	1	PN9614610	2	1
R_rxn00552_c	1	PN9616380	6	1
R_rxn08546_c	1	PN9614040	4	1
R_rxn08552_c	1	PN9614040	4	1
R_rxn09110_c	1	PN9603990	1	0
R_rxn09111_c	1	PN9603990	1	0
R_rxn09108_c	1	PN9603990	1	0
R_rxn09109_c	1	PN9603990	1	0
R_rxn09113_c	1	PN9603990	1	0
R_rxn09112_c	1	PN9603990	1	0
R_rxn08295_c	1	PN9612395	3	1
R_rxn08295_c	2	PN9617840	3	1
R_rxn08297_c	1	PN9612395	3	1
R_rxn08297_c	2	PN9617840	3	1
R_rxn10258_c	1	PN9612395	3	1
R_rxn10258_c	2	PN9617840	3	1
R_rxn05375_c	1	PN9603495	2	1
R_rxn05375_c	1	PN9603515	2	1
R_rxn05375_c	2	PN9603515	2	1
R_rxn05375_c	2	PN9620380	2	1
R_rxn05425_c	1	PN9603495	2	1
R_rxn05425_c	1	PN9603515	2	1
R_rxn05425_c	2	PN9603515	2	1
R_rxn05425_c	2	PN9620380	2	1
R_rxn05343_c	1	PN9603495	2	1
R_rxn05343_c	1	PN9603515	2	1
R_rxn05343_c	2	PN9603515	2	1
R_rxn05343_c	2	PN9620380	2	1
R_rxn05343_c	3	PN9602865	2	1
R_rxn05392_c	1	PN9603495	2	1
R_rxn05392_c	1	PN9603515	2	1
R_rxn05392_c	2	PN9603515	2	1
R_rxn05392_c	2	PN9620380	2	1
R_rxn05346_c	1	PN9603495	2	1
R_rxn05346_c	1	PN9603515	2	1
R_rxn05346_c	2	PN9603515	2	1
R_rxn05346_c	2	PN9620380	2	1
R_rxn05346_c	3	PN9602865	2	1
R_rxn05396_c	1	PN9603495	2	1
R_rxn05396_c	1	PN9603515	2	1
R_rxn05396_c	2	PN9603515	2	1
R_rxn05396_c	2	PN9620380	2	1
R_rxn05344_c	1	PN9603495	2	1
R_rxn05344_c	1	PN9603515	2	1
R_rxn05344_c	2	PN9603515	2	1
R_rxn05344_c	2	PN9620380	2	1
R_rxn05344_c	3	PN9602865	2	1
R_rxn08799_c	1	PN9613925	1	1
R_rxn08846_c	1	PN9613925	1	1
R_rxn08842_c	1	PN9613925	1	1
R_rxn08817_c	1	PN9613925	1	1
R_rxn08820_c	1	PN9613925	1	1
R_rxn08798_c	1	PN9613925	1	1
R_rxn08811_c	1	PN9613925	1	1
R_rxn08818_c	1	PN9613925	1	1
R_rxn08850_c	1	PN9613925	1	1
R_rxn08847_c	1	PN9613925	1	1
R_rxn08810_c	1	PN9613925	1	1
R_rxn08839_c	1	PN9613925	1	1
R_rxn08796_c	1	PN9613925	1	1
R_rxn08819_c	1	PN9613925	1	1
R_rxn09210_c	1	PN9600040	3	1
R_rxn09208_c	1	PN9600040	3	1
R_rxn10226_c	1	PN9600040	3	1
R_rxn08309_c	1	PN9602285	2	1
R_rxn02405_c	1	PN9602285	2	1
R_rxn08306_c	1	PN9602285	2	1
R_rxn08308_c	1	PN9602285	2	1
R_rxn08310_c	1	PN9602285	2	1
R_rxn08307_c	1	PN9602285	2	1
R_rxn09198_c	1	PN9614450	2	1
R_rxn09200_c	1	PN9614450	2	1
R_rxn09199_c	1	PN9614450	2	1
R_rxn09203_c	1	PN9614450	2	1
R_rxn09201_c	1	PN9614450	2	1
R_rxn03247_c	1	PN9602805	4	1
R_rxn03247_c	2	PN9613240	4	1
R_rxn02167_c	1	PN9602805	4	1
R_rxn02167_c	2	PN9613240	4	1
R_rxn02933_c	1	PN9602805	4	1
R_rxn02933_c	2	PN9613240	4	1
R_rxn02911_c	1	PN9602805	4	1
R_rxn02911_c	2	PN9613240	4	1
R_rxn03246_c	1	PN9602805	4	1
R_rxn03246_c	2	PN9613240	4	1
R_rxn02949_c	1	PN9602805	4	1
R_rxn02949_c	2	PN9613240	4	1
R_rxn03245_c	1	PN9602805	4	1
R_rxn03245_c	2	PN9613240	4	1
R_rxn03242_c	1	PN9602805	4	1
R_rxn03242_c	2	PN9613240	4	1
R_rxn06037_c	1	PN9602805	4	1
R_rxn06037_c	2	PN9613240	4	1
R_rxn03249_c	1	PN9602805	4	1
R_rxn03249_c	2	PN9613240	4	1
R_rxn02680_c	1	PN9621465	4	1
R_rxn02680_c	2	PN9602800	4	1
R_rxn02680_c	3	PN9619050	4	1
R_rxn02680_c	4	PN9613245	4	1
R_rxn02680_c	5	PN9618050	4	1
R_rxn06510_c	1	PN9621465	4	1
R_rxn06510_c	2	PN9602800	4	1
R_rxn06510_c	3	PN9619050	4	1
R_rxn06510_c	4	PN9613245	4	1
R_rxn06510_c	5	PN9618050	4	1
R_rxn05457_c	1	PN9603500	1	1
R_rxn05458_c	1	PN9603500	1	1
R_rxn05465_c	1	PN9603500	1	1
R_rxn05614_c	1	PN9609990	5	1
R_rxn05614_c	1	PN9609995	5	1
R_rxn05614_c	2	PN9609990	5	1
R_rxn05614_c	2	PN9611480	5	1
R_rxn00237_c	1	PN9610485	4	1
R_rxn02261_c	1	PN9619070	1	1
R_rxn02261_c	2	PN9621445	1	1
R_rxn03891_c	1	PN9611685	2	1
R_rxn01358_c	1	PN9601755	6	1
R_rxn01358_c	2	PN9615250	6	1
R_rxn00882_c	1	PN9610540	2	1
R_rxn00262_c	1	PN9600990	2	1
R_rxn05744_c	1	PN9602865	2	1
R_rxn08017_c	1	PN9603895	2	1
R_rxn08017_c	2	PN9603510	1	0
R_rxn08016_c	1	PN9603895	2	1
R_rxn08016_c	2	PN9603510	1	0
R_rxn00873_c	1	PN9603895	2	1
R_rxn00873_c	2	PN9617490	2	1
R_rxn00202_c	1	PN9619245	2	1
R_rxn16573_c	1	PN9612625	1	1
R_rxn09105_c	1	PN9610085	1	0
R_rxn09105_c	2	PN9616670	1	0
R_rxn09103_c	1	PN9610085	1	0
R_rxn09103_c	2	PN9616670	1	0
R_rxn09102_c	1	PN9610085	1	0
R_rxn09102_c	2	PN9616670	1	0
R_rxn09106_c	1	PN9610085	1	0
R_rxn09106_c	2	PN9616670	1	0
R_rxn09101_c	1	PN9610085	1	0
R_rxn09101_c	2	PN9616670	1	0
R_rxn09104_c	1	PN9610085	1	0
R_rxn09104_c	2	PN9616670	1	0
R_rxn10268_c	1	PN9610085	1	0
R_rxn10268_c	2	PN9616670	1	0
R_rxn09107_c	1	PN9610085	1	0
R_rxn09107_c	2	PN9616670	1	0
R_rxn00330_c	1	PN9610585	1	0
R_rxn01500_c	1	PN9620395	4	1
R_rxn02895_c	1	PN9600175	1	1
R_rxn01763_c	1	PN9616030	2	1
R_rxn03536_c	1	PN9616030	2	1
R_rxn03536_c	2	PN9606820	2	1
R_rxn01114_c	1	PN9616030	2	1
R_rxn01114_c	2	PN9616680	3	1
R_rxn04794_c	1	PN9608455	2	1
R_rxn02474_c	1	PN9610115	4	1
R_rxn02475_c	1	PN9610115	4	1
R_rxn02475_c	2	PN9611505	2	1
R_rxn01265_c	1	PN9617275	1	0
R_rxn06075_c	1	PN9604065	4	1
R_rxn06075_c	2	PN9604070	4	1
R_rxn02380_c	1	PN9614920	2	1
R_rxn00293_c	1	PN9608305	4	1
R_rxn00293_c	2	PN9620845	4	1
R_rxn00293_c	2	PN9613430	3	1
R_rxn05557_c	1	PN9606700	2	1
R_rxn05557_c	2	PN9606705	2	1
R_rxn21864_c	1	PN9607905	2	1
R_rxn00836_c	1	PN9601355	4	1
R_rxn03181_c	1	PN9608505	1	0
R_rxn01653_c	1	PN9600940	1	0
R_rxn00799_c	1	PN9604250	2	1
R_rxn00799_c	2	PN9614235	4	1
R_rxn09978_c	1	PN9622865	1	0
R_rxn02360_c	1	PN9619565	1	1
R_rxn00029_c	1	PN9612840	8	1
R_rxn01255_c	1	PN9602835	4	1
R_rxn00915_c	1	PN9601355	4	1
R_rxn00915_c	2	PN9610145	4	1
R_rxn01145_c	1	PN9607525	1	1
R_rxn01145_c	2	PN9609695	1	1
R_rxn01145_c	3	PN9620755	1	1
R_rxn00363_c	1	PN9607525	1	1
R_rxn00363_c	2	PN9609695	1	1
R_rxn00363_c	3	PN9620755	1	1
R_rxn05957_c	1	PN9610370	4	1
R_rxn00650_c	1	PN9600615	6	1
R_rxn00650_c	2	PN9610490	6	1
R_rxn00650_c	3	PN9602255	1	1
R_rxn00650_c	4	PN9604945	4	1
R_rxn00650_c	5	PN9614690	4	0
R_rxn01053_c	1	PN9619520	1	0
R_rxn01053_c	2	PN9621395	1	0
R_rxn05206_c	1	PN9618955	7	1
R_rxn02405_c	1	PN9602285	2	1
R_rxn02405_c	2	PN9608495	1	0
R_rxn06586_c	1	PN9621080	24	0
R_rxn05163_c	1	PN9608660	5	1
R_rxn05163_c	2	PN9608650	5	1
R_rxn05163_c	3	PN9608655	5	1
R_rxn00291_c	1	PN9606805	1	0
R_rxn05298_c	1	PN9603890	1	0
R_rxn05298_c	2	PN9610245	1	0
R_rxn05298_c	3	PN9616355	1	0
R_rxn00656_c	1	PN9615805	2	1
R_rxn00656_c	2	PN9608670	2	0
R_rxn05496_c	1	PN9611015	1	0
R_rxn05496_c	2	PN9621300	1	0
R_rxn10163_c	1	PN9622840	1	0
R_rxn10163_c	2	PN9620725	1	0
R_rxn10163_c	3	PN9602785	1	0
R_rxn10162_c	1	PN9622840	1	0
R_rxn10162_c	2	PN9620725	1	0
R_rxn10162_c	3	PN9602785	1	0
R_rxn09692_c	1	PN9623290	1	0
R_rxn09692_c	2	PN9606025	1	0
R_rxn09692_c	3	PN9615095	1	0
R_rxn00606_c	1	PN9609965	1	0
R_rxn00606_c	1	PN9607900	1	0
R_rxn06022_c	1	PN9620810	1	0
R_rxn05455_c	1	PN9603500	1	1
R_rxn01480_c	1	PN9602805	4	1
R_rxn01480_c	2	PN9613240	4	1
R_rxn01480_c	3	PN9619075	1	0
R_rxn01480_c	4	PN9621440	1	0
R_rxn05409_c	1	PN9603495	2	1
R_rxn05409_c	1	PN9603515	2	1
R_rxn05409_c	2	PN9603515	2	1
R_rxn05409_c	2	PN9620380	2	1
R_rxn03248_c	1	PN9621465	4	1
R_rxn03248_c	2	PN9602800	4	1
R_rxn03248_c	3	PN9619050	4	1
R_rxn03248_c	4	PN9613245	4	1
R_rxn03248_c	5	PN9618050	4	1
R_rxn00543_c	1	PN9611570	2	1
R_rxn00543_c	2	PN9601795	2	1
R_rxn00543_c	3	PN9609170	2	1
R_rxn00543_c	4	PN9603895	2	0
R_rxn00543_c	5	PN9605185	2	1
R_rxn00543_c	6	PN9605190	2	1
R_rxn00543_c	7	PN9618905	2	0
R_rxn00947_c	1	PN9611570	2	1
R_rxn00947_c	2	PN9601795	2	1
R_rxn00947_c	3	PN9609170	2	1
R_rxn00947_c	4	PN9603895	2	0
R_rxn00947_c	5	PN9605185	2	1
R_rxn00947_c	6	PN9605190	2	1
R_rxn00947_c	7	PN9618905	2	0
R_rxn00988_c	1	PN9622480	1	0
R_rxn00988_c	2	PN9611570	2	1
R_rxn00988_c	3	PN9601795	2	1
R_rxn00988_c	4	PN9609170	2	1
R_rxn00988_c	5	PN9603895	2	0
R_rxn00988_c	6	PN9605185	2	1
R_rxn00988_c	7	PN9605190	2	1
R_rxn00988_c	8	PN9618905	2	0
R_rxn05250_c	1	PN9611570	2	1
R_rxn05250_c	2	PN9601795	2	1
R_rxn05250_c	3	PN9609170	2	1
R_rxn05250_c	4	PN9603895	2	0
R_rxn05250_c	5	PN9605185	2	1
R_rxn05250_c	6	PN9605190	2	1
R_rxn05250_c	7	PN9618905	2	0
R_rxn09448_c	1	PN9611570	2	1
R_rxn09448_c	2	PN9601795	2	1
R_rxn09448_c	3	PN9609170	2	1
R_rxn09448_c	4	PN9603895	2	0
R_rxn09448_c	5	PN9605185	2	1
R_rxn09448_c	6	PN9605190	2	1
R_rxn09448_c	7	PN9618905	2	0
R_rxn05247_c	1	PN9611570	2	1
R_rxn05247_c	2	PN9601795	2	1
R_rxn05247_c	3	PN9609170	2	1
R_rxn05247_c	4	PN9603895	2	0
R_rxn05247_c	5	PN9605185	2	1
R_rxn05247_c	6	PN9605190	2	1
R_rxn05247_c	7	PN9618905	2	0
R_rxn05248_c	1	PN9611570	2	1
R_rxn05248_c	2	PN9601795	2	1
R_rxn05248_c	3	PN9609170	2	1
R_rxn05248_c	4	PN9603895	2	0
R_rxn05248_c	5	PN9605185	2	1
R_rxn05248_c	6	PN9605190	2	1
R_rxn05248_c	7	PN9618905	2	0
R_rxn02212_c	1	PN9614860	1	1
R_rxn05252_c	1	PN9611570	2	1
R_rxn05252_c	2	PN9601795	2	1
R_rxn05252_c	3	PN9609170	2	1
R_rxn05252_c	4	PN9603895	2	0
R_rxn05252_c	5	PN9605185	2	1
R_rxn05252_c	6	PN9605190	2	1
R_rxn05252_c	7	PN9618905	2	0
R_rxn05251_c	1	PN9611570	2	1
R_rxn05251_c	2	PN9601795	2	1
R_rxn05251_c	3	PN9609170	2	1
R_rxn05251_c	4	PN9603895	2	0
R_rxn05251_c	5	PN9605185	2	1
R_rxn05251_c	6	PN9605190	2	1
R_rxn05251_c	7	PN9618905	2	0
R_rxn09450_c	1	PN9611570	2	1
R_rxn09450_c	2	PN9601795	2	1
R_rxn09450_c	3	PN9609170	2	1
R_rxn09450_c	4	PN9603895	2	0
R_rxn09450_c	5	PN9605185	2	1
R_rxn09450_c	6	PN9605190	2	1
R_rxn09450_c	7	PN9618905	2	0
