rhea,kegg
26533,R10782
26534,R09286
26535,R09286
26536,R09286
26537,R09286
26542,R09647
26543,R09647
26544,R09647
26545,R09647
26546,R09648
26547,R09648
26548,R09648
26549,R09648
26550,R09649
26551,R09649
26552,R09649
26553,R09649
26558,R03026
26559,R03026
26560,R03026
26561,R03026
26562,R07263
26563,R07263
26564,R07263
26565,R07263
27274,R09375
27275,R09375
27276,R09375
27277,R09375
27278,R09376
27279,R09376
27280,R09376
27281,R09376
27286,R09078
27287,R09078
27288,R09078
27289,R09078
27290,R09481
27291,R09481
27292,R09481
27293,R09481
27294,R09550
27295,R09550
27296,R09550
27297,R09550
27298,R05643
27299,R05643
27300,R05643
27301,R05643
27302,R09560
27303,R09560
27304,R09560
27305,R09560
27306,R09496
27307,R09496
27308,R09496
27309,R09496
27310,R04117
27311,R04117
27312,R04117
27313,R04117
27314,R09567
27315,R09567
27316,R09567
27317,R09567
27321,R07792
27322,R07792
27323,R07792
27324,R07792
27325,R07791
27326,R07791
27327,R07791
27328,R07791
27329,R09514
27330,R09514
27331,R09514
27332,R09514
27333,R08764
27334,R08764
27335,R08764
27336,R08764
27337,R09587
27338,R09587
27339,R09587
27340,R09587
27341,R09519
27342,R09519
27343,R09519
27344,R09519
27345,R09083
27346,R09083
27347,R09083
27348,R09083
27353,R09569
27354,R09569
27355,R09569
27356,R09569
27357,R09523
27358,R09523
27359,R09523
27360,R09523
27369,R09524
27370,R09524
27371,R09524
27372,R09524
27381,R09532
27382,R09532
27383,R09532
27384,R09532
27385,R03540
27386,R03540
27387,R03540
27388,R03540
27389,R05136
27390,R05136
27391,R05136
27392,R05136
27393,R09566
27394,R09566
27395,R09566
27396,R09566
27397,R09568
27398,R09568
27399,R09568
27400,R09568
27401,R05137
27402,R05137
27403,R05137
27404,R05137
27413,R09402
27414,R09402
27415,R09402
27416,R09402
27417,R09473
27418,R09473
27419,R09473
27420,R09473
27425,R08695
27426,R08695
27427,R08695
27428,R08695
27429,R02239
27430,R02239
27431,R02239
27432,R02239
27433,R09561
27434,R09561
27435,R09561
27436,R09561
27437,R09563
27438,R09563
27439,R09563
27440,R09563
27441,R09477
27442,R09477
27443,R09477
27444,R09477
27445,R01431
27446,R01431
27447,R01431
27448,R01431
27449,R09644
27450,R09644
27451,R09644
27452,R09644
27453,R09521
27454,R09521
27455,R09521
27456,R09521
27457,R09522
27458,R09522
27459,R09522
27460,R09522
27461,R09772
27462,R09772
27463,R09772
27464,R09772
27465,R05644
27466,R05644
27467,R05644
27468,R05644
27469,R11889
27470,R11889
27471,R11889
27472,R11889
27473,R05646
27474,R05646
27475,R05646
27476,R05646
27477,R05126
27478,R05126
27479,R05126
27480,R05126
27481,R09002
27482,R09002
27483,R09002
27484,R09002
27485,R02423
27486,R02423
27487,R02423
27488,R02423
27489,R09768
27490,R09768
27491,R09768
27492,R09768
27493,R09612
27494,R09612
27495,R09612
27496,R09612
27497,R09613
27498,R09613
27499,R09613
27500,R09613
27501,R09678
27502,R09678
27503,R09678
27504,R09678
27506,R06728
27507,R06728
27508,R06728
27509,R06728
27514,R06520
27515,R06520
27516,R06520
27517,R06520
27518,R06521
27519,R06521
27520,R06521
27521,R06521
27522,R09125
27523,R09125
27524,R09125
27525,R09125
27530,R08374
27531,R08374
27532,R08374
27533,R08374
27534,R09618
27535,R09618
27536,R09618
27537,R09618
27538,R09552
27539,R09552
27540,R09552
27541,R09552
27542,R09553
27543,R09553
27544,R09553
27545,R09553
27546,R09517
27547,R09517
27548,R09517
27549,R09517
27551,R06447
27552,R06447
27553,R06447
27554,R06447
27555,R09246
27556,R09246
27557,R09246
27558,R09246
27559,R09245
27560,R09245
27561,R09245
27562,R09245
27563,R09250
27564,R09250
27565,R09250
27566,R09250
27570,R09770
27571,R09770
27572,R09770
27573,R09770
27582,R07986
27583,R07986
27584,R07986
27585,R07986
27586,R10180
27587,R10180
27588,R10180
27589,R10180
27590,R10821
27591,R10821
27592,R10821
27593,R10821
27594,R09251
27595,R09251
27596,R09251
27597,R09251
27606,R07376
27607,R07376
27608,R07376
27609,R07376
27622,R09730
27623,R09730
27624,R09730
27625,R09730
27626,R01830
27627,R01830
27628,R01830
27629,R01830
27630,R01781
27631,R01781
27632,R01781
27633,R01781
27634,R08879
27635,R08879
27636,R08879
27637,R08879
27638,R02297
27639,R02297
27640,R02297
27641,R02297
27642,R01561
27643,R01561
27644,R01561
27645,R01561
27646,R01863
27647,R01863
27648,R01863
27649,R01863
27650,R00968
27651,R00968
27652,R00968
27653,R00968
27654,R08648
27655,R08648
27656,R08648
27657,R08648
27658,R02749
27659,R02749
27660,R02749
27661,R02749
27666,R05373
27667,R05373
27668,R05373
27669,R05373
27670,R01185
27671,R01185
27672,R01185
27673,R01185
27674,R01137
27675,R01137
27676,R01137
27677,R01137
27678,R02326
27679,R02326
27680,R02326
27681,R02326
27682,R02093
27683,R02093
27684,R02093
27685,R02093
27686,R00330
27687,R00330
27688,R00330
27689,R00330
27690,R01857
27691,R01857
27692,R01857
27693,R01857
27694,R05070
27695,R05070
27696,R05070
27697,R05070
27698,R07678
27699,R07678
27700,R07678
27701,R07678
27702,R01983
27703,R01983
27704,R01983
27705,R01983
27710,R01228
27711,R01228
27712,R01228
27713,R01228
27714,R01227
27715,R01227
27716,R01227
27717,R01227
27718,R01126
27719,R01126
27720,R01126
27721,R01126
27722,R07661
27723,R07661
27724,R07661
27725,R07661
27726,R02754
27727,R02754
27728,R02754
27729,R02754
27734,R07662
27735,R07662
27736,R07662
27737,R07662
27738,R01969
27739,R01969
27740,R01969
27741,R01969
27742,R02557
27743,R02557
27744,R02557
27745,R02557
27750,R02748
27751,R02748
27752,R02748
27753,R02748
27754,R09796
27755,R09796
27756,R09796
27757,R09796
27758,R01221
27759,R01221
27760,R01221
27761,R01221
27762,R00515
27763,R00515
27764,R00515
27765,R00515
27770,R04988
27771,R04988
27772,R04988
27773,R04988
31411,R08769
31412,R08769
31413,R08769
31414,R08769
28286,R09737
28287,R09737
28288,R09737
28289,R09737
27778,R04986
27779,R04986
27780,R04986
27781,R04986
41680,R04985
41681,R04985
41682,R04985
41683,R04985
27782,R05615
27783,R05615
27784,R05615
27785,R05615
27786,R08549
27787,R08549
27788,R08549
27789,R08549
27790,R04987
27791,R04987
27792,R04987
27793,R04987
55892,R08768
55893,R08768
55894,R08768
55895,R08768
27794,R09247
27795,R09247
27796,R09247
27797,R09247
27798,R09248
27799,R09248
27800,R09248
27801,R09248
27802,R09249
27803,R09249
27804,R09249
27805,R09249
27806,R01359
27807,R01359
27808,R01359
27809,R01359
27810,R09633
27811,R09633
27812,R09633
27813,R09633
27822,R01287
27823,R01287
27824,R01287
27825,R01287
27826,R01288
27827,R01288
27828,R01288
27829,R01288
27830,R09687
27831,R09687
27832,R09687
27833,R09687
27838,R05414
27839,R05414
27840,R05414
27841,R05414
27842,R09512
27843,R09512
27844,R09512
27845,R09512
27846,R06787
27847,R06787
27848,R06787
27849,R06787
27850,R05841
27851,R05841
27852,R05841
27853,R05841
27854,R09040
27855,R09040
27856,R09040
27857,R09040
27858,R05135
27859,R05135
27860,R05135
27861,R05135
27862,R02148
27863,R02148
27864,R02148
27865,R02148
27870,R05365
27871,R05365
27872,R05365
27873,R05365
27874,R06602
27875,R06602
27876,R06602
27877,R06602
27878,R03538
27879,R03538
27880,R03538
27881,R03538
27882,R03929
27883,R03929
27884,R03929
27885,R03929
27886,R03537
27887,R03537
27888,R03537
27889,R03537
27890,R01877
27891,R01877
27892,R01877
27893,R01877
27894,R02370
27895,R02370
27896,R02370
27897,R02370
27898,R01562
27899,R01562
27900,R01562
27901,R01562
47148,R07980
47149,R07980
47150,R07980
47151,R07980
27906,R09738
27907,R09738
27908,R09738
27909,R09738
27930,R09379
27931,R09379
27932,R09379
27933,R09379
27934,R09717
27935,R09717
27936,R09717
27937,R09717
27938,R09717
27939,R09717
27940,R09717
27941,R09717
27942,R09683
27943,R09683
27944,R09683
27945,R09683
27946,R04300
27947,R04300
27948,R04300
27949,R04300
27954,R09630
27955,R09630
27956,R09630
27957,R09630
27958,R02137
27959,R02137
27960,R02137
27961,R02137
27966,R09959
27967,R09959
27968,R09959
27969,R09959
27978,R00881
27979,R00881
27980,R00881
27981,R00881
27986,R02528
27987,R02528
27988,R02528
27989,R02528
27994,R02143
27995,R02143
27996,R02143
27997,R02143
27998,R00615
27999,R00615
28000,R00615
28001,R00615
28010,R11773
28011,R11773
28012,R11773
28013,R11773
28026,R02018
28027,R02018
28028,R02018
28029,R02018
28030,R02019
28031,R02019
28032,R02019
28033,R02019
28034,R02017
28035,R02017
28036,R02017
28037,R02017
28038,R02024
28039,R02024
28040,R02024
28041,R02024
28042,R00209
28043,R00209
28044,R00209
28045,R00209
28046,R00921
28047,R00921
28048,R00921
28049,R00921
28050,R00118
28051,R00118
28052,R00118
28053,R00118
28054,R06987
28055,R06987
28056,R06987
28057,R06987
28058,R01906
28059,R01906
28060,R01906
28061,R01906
28062,R05074
28063,R05074
28064,R05074
28065,R05074
28062,R06285
28063,R06285
28064,R06285
28065,R06285
28066,R04658
28067,R04658
28068,R04658
28069,R04658
28070,R07411
28071,R07411
28072,R07411
28073,R07411
28074,R09545
28075,R09545
28076,R09545
28077,R09545
28078,R09478
28079,R09478
28080,R09478
28081,R09478
28086,R10915
28087,R10915
28088,R10915
28089,R10915
28090,R08856
28091,R08856
28092,R08856
28093,R08856
28094,R05627
28095,R05627
28096,R05627
28097,R05627
28106,R05571
28107,R05571
28108,R05571
28109,R05571
28110,R09639
28111,R09639
28112,R09639
28113,R09639
28118,R07257
28119,R07257
28120,R07257
28121,R07257
28122,R05626
28123,R05626
28124,R05626
28125,R05626
28130,R09533
28131,R09533
28132,R09533
28133,R09533
28134,R09534
28135,R09534
28136,R09534
28137,R09534
28138,R09657
28139,R09657
28140,R09657
28141,R09657
28154,R09763
28155,R09763
28156,R09763
28157,R09763
28154,R09764
28155,R09764
28156,R09764
28157,R09764
28158,R09765
28159,R09765
28160,R09765
28161,R09765
28158,R09766
28159,R09766
28160,R09766
28161,R09766
28162,R00517
28163,R00517
28164,R00517
28165,R00517
28166,R09661
28167,R09661
28168,R09661
28169,R09661
28174,R09699
28175,R09699
28176,R09699
28177,R09699
28182,R09707
28183,R09707
28184,R09707
28185,R09707
28186,R02529
28187,R02529
28188,R02529
28189,R02529
28190,R02556
28191,R02556
28192,R02556
28193,R02556
28194,R05693
28195,R05693
28196,R05693
28197,R05693
28198,R05352
28199,R05352
28200,R05352
28201,R05352
28202,R06282
28203,R06282
28204,R06282
28205,R06282
28206,R02099
28207,R02099
28208,R02099
28209,R02099
28210,R09495
28211,R09495
28212,R09495
28213,R09495
28214,R09506
28215,R09506
28216,R09506
28217,R09506
28218,R09564
28219,R09564
28220,R09564
28221,R09564
28226,R09573
28227,R09573
28228,R09573
28229,R09573
28230,R09575
28231,R09575
28232,R09575
28233,R09575
28234,R03314
28235,R03314
28236,R03314
28237,R03314
28238,R07745
28239,R07745
28240,R07745
28241,R07745
28242,R09602
28243,R09602
28244,R09602
28245,R09602
28246,R09378
28247,R09378
28248,R09378
28249,R09378
28250,R09527
28251,R09527
28252,R09527
28253,R09527
28254,R09631
28255,R09631
28256,R09631
28257,R09631
28258,R09635
28259,R09635
28260,R09635
28261,R09635
28262,R09642
28263,R09642
28264,R09642
28265,R09642
28266,R09623
28267,R09623
28268,R09623
28269,R09623
28278,R00863
28279,R00863
28280,R00863
28281,R00863
28282,R09625
28283,R09625
28284,R09625
28285,R09625
28290,R09628
28291,R09628
28292,R09628
28293,R09628
28294,R08541
28295,R08541
28296,R08541
28297,R08541
28298,R09619
28299,R09619
28300,R09619
28301,R09619
28302,R09624
28303,R09624
28304,R09624
28305,R09624
28306,R09734
28307,R09734
28308,R09734
28309,R09734
28310,R09733
28311,R09733
28312,R09733
28313,R09733
28314,R09529
28315,R09529
28316,R09529
28317,R09529
28330,R00719
28331,R00719
28332,R00719
28333,R00719
28338,R10675
28339,R10675
28340,R10675
28341,R10675
28342,R03531
28343,R03531
28344,R03531
28345,R03531
28354,R04754
28355,R04754
28356,R04754
28357,R04754
28358,R03990
28359,R03990
28360,R03990
28361,R03990
28362,R01855
28363,R01855
28364,R01855
28365,R01855
28366,R04477
28367,R04477
28368,R04477
28369,R04477
28374,R04617
28375,R04617
28376,R04617
28377,R04617
28378,R08124
28379,R08124
28380,R08124
28381,R08124
28382,R08125
28383,R08125
28384,R08125
28385,R08125
28386,R05630
28387,R05630
28388,R05630
28389,R05630
28390,R11720
28391,R11720
28392,R11720
28393,R11720
74067,R13003
74068,R13003
74069,R13003
74070,R13003
28410,R07418
28411,R07418
28412,R07418
28413,R07418
28414,R07415
28415,R07415
28416,R07415
28417,R07415
28422,R11597
28423,R11597
28424,R11597
28425,R11597
28426,R09031
28427,R09031
28428,R09031
28429,R09031
28430,R09030
28431,R09030
28432,R09030
28433,R09030
28438,R05075
28439,R05075
28440,R05075
28441,R05075
28442,R05146
28443,R05146
28444,R05146
28445,R05146
28502,R09129
28503,R09129
28504,R09129
28505,R09129
28506,R09767
28507,R09767
28508,R09767
28509,R09767
28510,R05133
28511,R05133
28512,R05133
28513,R05133
28514,R11632
28515,R11632
28516,R11632
28517,R11632
28518,R05647
28519,R05647
28520,R05647
28521,R05647
28522,R09771
28523,R09771
28524,R09771
28525,R09771
28530,R02719
28531,R02719
28532,R02719
28533,R02719
74071,R13004
74072,R13004
74073,R13004
74074,R13004
28542,R09643
28543,R09643
28544,R09643
28545,R09643
28546,R00307
28547,R00307
28548,R00307
28549,R00307
28546,R00878
28547,R00878
28548,R00878
28549,R00878
28562,R01147
28563,R01147
28564,R01147
28565,R01147
28570,R12779
28571,R12779
28572,R12779
28573,R12779
28582,R02331
28583,R02331
28584,R02331
28585,R02331
28598,R06845
28599,R06845
28600,R06845
28601,R06845
28602,R09403
28603,R09403
28604,R09403
28605,R09403
28606,R08663
28607,R08663
28608,R08663
28609,R08663
28610,R02720
28611,R02720
28612,R02720
28613,R02720
28623,R09576
28624,R09576
28625,R09576
28626,R09576
28627,R09577
28628,R09577
28629,R09577
28630,R09577
28639,R09610
28640,R09610
28641,R09610
28642,R09610
28643,R09525
28644,R09525
28645,R09525
28646,R09525
28647,R05453
28648,R05453
28649,R05453
28650,R05453
28651,R05821
28652,R05821
28653,R05821
28654,R05821
28655,R11947
28656,R11947
28657,R11947
28658,R11947
28659,R01100
28660,R01100
28661,R01100
28662,R01100
28663,R01101
28664,R01101
28665,R01101
28666,R01101
28671,R01492
28672,R01492
28673,R01492
28674,R01492
28675,R10619
28676,R10619
28677,R10619
28678,R10619
30187,R01868
30188,R01868
30189,R01868
30190,R01868
28755,R08657
28756,R08657
28757,R08657
28758,R08657
28759,R10303
28760,R10303
28761,R10303
28762,R10303
28775,R09571
28776,R09571
28777,R09571
28778,R09571
28783,R00899
28784,R00899
28785,R00899
28786,R00899
28791,R01414
28792,R01414
28793,R01414
28794,R01414
28795,R09541
28796,R09541
28797,R09541
28798,R09541
28803,R07677
28804,R07677
28805,R07677
28806,R07677
28807,R00494
28808,R00494
28809,R00494
28810,R00494
28927,R03550
28928,R03550
28929,R03550
28930,R03550
28931,R07839
28932,R07839
28933,R07839
28934,R07839
28935,R00350
28936,R00350
28937,R00350
28938,R00350
29043,R06613
29044,R06613
29045,R06613
29046,R06613
29047,R02965
29048,R02965
29049,R02965
29050,R02965
48592,R09494
48593,R09494
48594,R09494
48595,R09494
46012,R00361
46013,R00361
46014,R00361
46015,R00361
29091,R11945
29092,R11945
29093,R11945
29094,R11945
29119,R02165
29120,R02165
29121,R02165
29122,R02165
56144,R09497
56145,R09497
56146,R09497
56147,R09497
29291,R10770
29292,R10770
29293,R10770
29294,R10770
29307,R10206
29308,R10206
29309,R10206
29310,R10206
29315,R10622
29316,R10622
29317,R10622
29318,R10622
29319,R01470
29320,R01470
29321,R01470
29322,R01470
29355,R02102
29356,R02102
29357,R02102
29358,R02102
29359,R00963
29360,R00963
29361,R00963
29362,R00963
29363,R01664
29364,R01664
29365,R01664
29366,R01664
29367,R00511
29368,R00511
29369,R00511
29370,R00511
29371,R02088
29372,R02088
29373,R02088
29374,R02088
29375,R00183
29376,R00183
29377,R00183
29378,R00183
29379,R01968
29380,R01968
29381,R01968
29382,R01968
29387,R00569
29388,R00569
29389,R00569
29390,R00569
29391,R00426
29392,R00426
29393,R00426
29394,R00426
29395,R00662
29396,R00662
29397,R00662
29398,R00662
29399,R00720
29400,R00720
29401,R00720
29402,R00720
29475,R09615
29476,R09615
29477,R09615
29478,R09615
29479,R09617
29480,R09617
29481,R09617
29482,R09617
29483,R08546
29484,R08546
29485,R08546
29486,R08546
29487,R09626
29488,R09626
29489,R09626
29490,R09626
29491,R09627
29492,R09627
29493,R09627
29494,R09627
29495,R09526
29496,R09526
29497,R09526
29498,R09526
29499,R09614
29500,R09614
29501,R09614
29502,R09614
29503,R09629
29504,R09629
29505,R09629
29506,R09629
29507,R09606
29508,R09606
29509,R09606
29510,R09606
29511,R08691
29512,R08691
29513,R08691
29514,R08691
29515,R05002
29516,R05002
29517,R05002
29518,R05002
29515,R05973
29516,R05973
29517,R05973
29518,R05973
29519,R06238
29520,R06238
29521,R06238
29522,R06238
29523,R06127
29524,R06127
29525,R06127
29526,R06127
29527,R06258
29528,R06258
29529,R06258
29530,R06258
29531,R06259
29532,R06259
29533,R06259
29534,R06259
29535,R06260
29536,R06260
29537,R06260
29538,R06260
29539,R06261
29540,R06261
29541,R06261
29542,R06261
29543,R06264
29544,R06264
29545,R06264
29546,R06264
29563,R10901
29564,R10901
29565,R10901
29566,R10901
29587,R04279
29588,R04279
29589,R04279
29590,R04279
29591,R02600
29592,R02600
29593,R02600
29594,R02600
29595,R09557
29596,R09557
29597,R09557
29598,R09557
29599,R10794
29600,R10794
29601,R10794
29602,R10794
29603,R05316
29604,R05316
29605,R05316
29606,R05316
29607,R02492
29608,R02492
29609,R02492
29610,R02492
29611,R09446
29612,R09446
29613,R09446
29614,R09446
29775,R13089
29776,R13089
29777,R13089
29778,R13089
29839,R08880
29840,R08880
29841,R08880
29842,R08880
29843,R00920
29844,R00920
29845,R00920
29846,R00920
29859,R12621
29860,R12621
29861,R12621
29862,R12621
30027,R01036
30028,R01036
30029,R01036
30030,R01036
30031,R06989
30032,R06989
30033,R06989
30034,R06989
30035,R01629
30036,R01629
30037,R01629
30038,R01629
30039,R01630
30040,R01630
30041,R01630
30042,R01630
30047,R05286
30048,R05286
30049,R05286
30050,R05286
30051,R02857
30052,R02857
30053,R02857
30054,R02857
30055,R10851
30056,R10851
30057,R10851
30058,R10851
30059,R01867
30060,R01867
30061,R01867
30062,R01867
42640,R09736
42641,R09736
42642,R09736
42643,R09736
30067,R02566
30068,R02566
30069,R02566
30070,R02566
30071,R01179
30072,R01179
30073,R01179
30074,R01179
30075,R00510
30076,R00510
30077,R00510
30078,R00510
30083,R12925
30084,R12925
30085,R12925
30086,R12925
30099,R05617
30100,R05617
30101,R05617
30102,R05617
30115,R08158
30116,R08158
30117,R08158
30118,R08158
30119,R04014
30120,R04014
30121,R04014
30122,R04014
30123,R08159
30124,R08159
30125,R08159
30126,R08159
30131,R08157
30132,R08157
30133,R08157
30134,R08157
30139,R08174
30140,R08174
30141,R08174
30142,R08174
30147,R09748
30148,R09748
30149,R09748
30150,R09748
30151,R09520
30152,R09520
30153,R09520
30154,R09520
30167,R01829
30168,R01829
30169,R01829
30170,R01829
30199,R02451
30200,R02451
30201,R02451
30202,R02451
30207,R00606
30208,R00606
30209,R00606
30210,R00606
30211,R00294
30212,R00294
30213,R00294
30214,R00294
30215,R09445
30216,R09445
30217,R09445
30218,R09445
30219,R09498
30220,R09498
30221,R09498
30222,R09498
30223,R09499
30224,R09499
30225,R09499
30226,R09499
30227,R09500
30228,R09500
30229,R09500
30230,R09500
30231,R09562
30232,R09562
30233,R09562
30234,R09562
53892,R07360
53893,R07360
53894,R07360
53895,R07360
30235,R00245
30236,R00245
30237,R00245
30238,R00245
30239,R10152
30240,R10152
30241,R10152
30242,R10152
30243,R00068
30244,R00068
30245,R00068
30246,R00068
36359,R09503
36360,R09503
36361,R09503
36362,R09503
30255,R09504
30256,R09504
30257,R09504
30258,R09504
55376,R02363
55377,R02363
55378,R02363
55379,R02363
30259,R09492
30260,R09492
30261,R09492
30262,R09492
30263,R09540
30264,R09540
30265,R09540
30266,R09540
30267,R03186
30268,R03186
30269,R03186
30270,R03186
30271,R11502
30272,R11502
30273,R11502
30274,R11502
30279,R09508
30280,R09508
30281,R09508
30282,R09508
30283,R09724
30284,R09724
30285,R09724
30286,R09724
30287,R09652
30288,R09652
30289,R09652
30290,R09652
30291,R07057
30292,R07057
30293,R07057
30294,R07057
30295,R00430
30296,R00430
30297,R00430
30298,R00430
30303,R12128
30304,R12128
30305,R12128
30306,R12128
30307,R07966
30308,R07966
30309,R07966
30310,R07966
30311,R07965
30312,R07965
30313,R07965
30314,R07965
30315,R07957
30316,R07957
30317,R07957
30318,R07957
30319,R07961
30320,R07961
30321,R07961
30322,R07961
30323,R07558
30324,R07558
30325,R07558
30326,R07558
30327,R07559
30328,R07559
30329,R07559
30330,R07559
30331,R09747
30332,R09747
30333,R09747
30334,R09747
30335,R00568
30336,R00568
30337,R00568
30338,R00568
30339,R00685
30340,R00685
30341,R00685
30342,R00685
30343,R00408
30344,R00408
30345,R00408
30346,R00408
30347,R00722
30348,R00722
30349,R00722
30350,R00722
30351,R09586
30352,R09586
30353,R09586
30354,R09586
30355,R09518
30356,R09518
30357,R09518
30358,R09518
30359,R10080
30360,R10080
30361,R10080
30362,R10080
30363,R09674
30364,R09674
30365,R09674
30366,R09674
30367,R04594
30368,R04594
30369,R04594
30370,R04594
30371,R09487
30372,R09487
30373,R09487
30374,R09487
30375,R10599
30376,R10599
30377,R10599
30378,R10599
30379,R10598
30380,R10598
30381,R10598
30382,R10598
30383,R09886
30384,R09886
30385,R09886
30386,R09886
30387,R09752
30388,R09752
30389,R09752
30390,R09752
30399,R07850
30400,R07850
30401,R07850
30402,R07850
30403,R09739
30404,R09739
30405,R09739
30406,R09739
30407,R09542
30408,R09542
30409,R09542
30410,R09542
30411,R09528
30412,R09528
30413,R09528
30414,R09528
30415,R03728
30416,R03728
30417,R03728
30418,R03728
30423,R09616
30424,R09616
30425,R09616
30426,R09616
30427,R09558
30428,R09558
30429,R09558
30430,R09558
30431,R09476
30432,R09476
30433,R09476
30434,R09476
30435,R08776
30436,R08776
30437,R08776
30438,R08776
30439,R08777
30440,R08777
30441,R08777
30442,R08777
30443,R08778
30444,R08778
30445,R08778
30446,R08778
30447,R07967
30448,R07967
30449,R07967
30450,R07967
30451,R09711
30452,R09711
30453,R09711
30454,R09711
30463,R09608
30464,R09608
30465,R09608
30466,R09608
30467,R09609
30468,R09609
30469,R09609
30470,R09609
30471,R09607
30472,R09607
30473,R09607
30474,R09607
30475,R09533
30476,R09533
30477,R09533
30478,R09533
30479,R10027
30480,R10027
30481,R10027
30482,R10027
30483,R10028
30484,R10028
30485,R10028
30486,R10028
30487,R10029
30488,R10029
30489,R10029
30490,R10029
30491,R10031
30492,R10031
30493,R10031
30494,R10031
30495,R10032
30496,R10032
30497,R10032
30498,R10032
30499,R10033
30500,R10033
30501,R10033
30502,R10033
30515,R09531
30516,R09531
30517,R09531
30518,R09531
30519,R09397
30520,R09397
30521,R09397
30522,R09397
30527,R09880
30528,R09880
30529,R09880
30530,R09880
30547,R04749
30548,R04749
30549,R04749
30550,R04749
30563,R09638
30564,R09638
30565,R09638
30566,R09638
30567,R09594
30568,R09594
30569,R09594
30570,R09594
30571,R07644
30572,R07644
30573,R07644
30574,R07644
30591,R02382
30592,R02382
30593,R02382
30594,R02382
30599,R09691
30600,R09691
30601,R09691
30602,R09691
30603,R09692
30604,R09692
30605,R09692
30606,R09692
30607,R04787
30608,R04787
30609,R04787
30610,R04787
30611,R04798
30612,R04798
30613,R04798
30614,R04798
30615,R09693
30616,R09693
30617,R09693
30618,R09693
30619,R09659
30620,R09659
30621,R09659
30622,R09659
30623,R04800
30624,R04800
30625,R04800
30626,R04800
30627,R10916
30628,R10916
30629,R10916
30630,R10916
30631,R09732
30632,R09732
30633,R09732
30634,R09732
30635,R06262
30636,R06262
30637,R06262
30638,R06262
30639,R09666
30640,R09666
30641,R09666
30642,R09666
30643,R09668
30644,R09668
30645,R09668
30646,R09668
30647,R09669
30648,R09669
30649,R09669
30650,R09669
30655,R02098
30656,R02098
30657,R02098
30658,R02098
30659,R05086
30660,R05086
30661,R05086
30662,R05086
30663,R12004
30664,R12004
30665,R12004
30666,R12004
30671,R00022
30672,R00022
30673,R00022
30674,R00022
30675,R02875
30676,R02875
30677,R02875
30678,R02875
30679,R00026
30680,R00026
30681,R00026
30682,R00026
30683,R00414
30684,R00414
30685,R00414
30686,R00414
30687,R00471
30688,R00471
30689,R00471
30690,R00471
30691,R00602
30692,R00602
30693,R00602
30694,R00602
30695,R00904
30696,R00904
30697,R00904
30698,R00904
30699,R00908
30700,R00908
30701,R00908
30702,R00908
30703,R09539
30704,R09539
30705,R09539
30706,R09539
30707,R08714
30708,R08714
30709,R08714
30710,R08714
30711,R09702
30712,R09702
30713,R09702
30714,R09702
30715,R09708
30716,R09708
30717,R09708
30718,R09708
54656,R11866
54658,R11866
54657,R11866
54659,R11866
30719,R00927
30720,R00927
30721,R00927
30722,R00927
30727,R01138
30728,R01138
30729,R01138
30730,R01138
30731,R01175
30732,R01175
30733,R01175
30734,R01175
30735,R01186
30736,R01186
30737,R01186
30738,R01186
30739,R01187
30740,R01187
30741,R01187
30742,R01187
30743,R01273
30744,R01273
30745,R01273
30746,R01273
30747,R01279
30748,R01279
30749,R01279
30750,R01279
30751,R01280
30752,R01280
30753,R01280
30754,R01280
30755,R01395
30756,R01395
30757,R01395
30758,R01395
30759,R01411
30760,R01411
30761,R01411
30762,R01411
30763,R01434
30764,R01434
30765,R01434
30766,R01434
30767,R01483
30768,R01483
30769,R01483
30770,R01483
30771,R01677
30772,R01677
30773,R01677
30774,R01677
30775,R01710
30776,R01710
30777,R01710
30778,R01710
30779,R01741
30780,R01741
30781,R01741
30782,R01741
30783,R01752
30784,R01752
30785,R01752
30786,R01752
30787,R01795
30788,R01795
30789,R01795
30790,R01795
30791,R01858
30792,R01858
30793,R01858
30794,R01858
30795,R01933
30796,R01933
30797,R01933
30798,R01933
30799,R01975
30800,R01975
30801,R01975
30802,R01975
30803,R01986
30804,R01986
30805,R01986
30806,R01986
30807,R02201
30808,R02201
30809,R02201
30810,R02201
30815,R02323
30816,R02323
30817,R02323
30818,R02323
30823,R10266
30824,R10266
30825,R10266
30826,R10266
30835,R10665
30836,R10665
30837,R10665
30838,R10665
30839,R10676
30840,R10676
30841,R10676
30842,R10676
30843,R09126
30844,R09126
30845,R09126
30846,R09126
30847,R02487
30848,R02487
30849,R02487
30850,R02487
30851,R02568
30852,R02568
30853,R02568
30854,R02568
30855,R09701
30856,R09701
30857,R09701
30858,R09701
30867,R02678
30868,R02678
30869,R02678
30870,R02678
30871,R02750
30872,R02750
30873,R02750
30874,R02750
30879,R02940
30880,R02940
30881,R02940
30882,R02940
30883,R02957
30884,R02957
30885,R02957
30886,R02957
30887,R03066
30888,R03066
30889,R03066
30890,R03066
30891,R03132
30892,R03132
30893,R03132
30894,R03132
30895,R03139
30896,R03139
30897,R03139
30898,R03139
30899,R10989
30900,R10989
30901,R10989
30902,R10989
30903,R07535
30904,R07535
30905,R07535
30906,R07535
30907,R03171
30908,R03171
30909,R03171
30910,R03171
30919,R07520
30920,R07520
30921,R07520
30922,R07520
30923,R09665
30924,R09665
30925,R09665
30926,R09665
30931,R03217
30932,R03217
30933,R03217
30934,R03217
30935,R03346
