aliases,id
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36171
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36172
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36173
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36174
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36175
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36176
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36177
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36178
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36179
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36180
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36181
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36182
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36183
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36184
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36185
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36186
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36187
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36188
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36189
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36190
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36191
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36192
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36193
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36194
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36195
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36196
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36197
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36198
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36199
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36200
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36201
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36202
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36203
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36204
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36205
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36206
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36207
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36208
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36209
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36210
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36211
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36212
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36213
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36214
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36215
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36216
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36217
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36218
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36219
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36220
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36221
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36222
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36223
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36224
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36225
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36226
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36227
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36228
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36229
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36230
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36231
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36232
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36233
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36234
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36235
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36236
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36237
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36238
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36239
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36240
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36241
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36242
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36243
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36244
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36245
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36246
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36247
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36248
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36249
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36250
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36251
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36252
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36253
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36254
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36255
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36256
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36257
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36258
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36259
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36260
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36261
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36262
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36263
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36264
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36265
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36266
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36267
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36268
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36269
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36270
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36271
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36272
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36273
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36274
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36275
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36276
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36277
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36278
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36279
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36280
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36281
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36282
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36283
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36284
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36285
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36286
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36287
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36288
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36289
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36290
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36291
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36292
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36293
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36294
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36295
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36296
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36297
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36298
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36299
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36300
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36301
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36302
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36303
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36304
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36305
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36306
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36307
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36308
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36309
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36310
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36311
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36312
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36313
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36314
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36315
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36316
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36317
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36318
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36319
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36320
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36321
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36322
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36323
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36324
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36325
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36326
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36327
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36328
ALCOHOL-DEHYDROGENASE-NADP+-RXN,rxn36329
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36330
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36331
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36332
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36333
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36334
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36335
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36336
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36337
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36338
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36339
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36340
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36341
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36342
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36343
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36344
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36345
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36346
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36347
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36348
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36349
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36350
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36351
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36352
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36353
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36354
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36355
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36356
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36357
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36358
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36359
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36360
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36361
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN; RXN-4142,rxn36362
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36363
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36364
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36365
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36366
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36367
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36368
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36369
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36370
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36371
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36372
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36373
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36374
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36375
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36376
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36377
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36378
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36379
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36380
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36381
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36382
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36383
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36384
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36385
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36386
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36387
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36388
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36389
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36390
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36391
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36392
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36393
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36394
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36395
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36396
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36397
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36398
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36399
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36400
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36401
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36402
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36403
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36404
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36405
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36406
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36407
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36408
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36409
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36410
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36411
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36412
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36413
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36414
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36415
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36416
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36417
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36418
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36419
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36420
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36421
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36422
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36423
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36424
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36425
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36426
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36427
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36428
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36429
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36430
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36431
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36432
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36433
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36434
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36435
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36436
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36437
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36438
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36439
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36440
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36441
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36442
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36443
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36444
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36445
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36446
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36447
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36448
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36449
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36450
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36451
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36452
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36453
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36454
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36455
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36456
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36457
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36458
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36459
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36460
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36461
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36462
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36463
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36464
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36465
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36466
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36467
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36468
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36469
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36470
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36471
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36472
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36473
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN; RXN-4142,rxn36474
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36475
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36476
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36477
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36478
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36479
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36480
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36481
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36482
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36483
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36484
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36485
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36486
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36487
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36488
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36489
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36490
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36491
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36492
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36493
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36494
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36495
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36496
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36497
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36498
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36499
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36500
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36501
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36502
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36503
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36504
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36505
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36506
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36507
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36508
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36509
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36510
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36511
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36512
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36513
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36514
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36515
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36516
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36517
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36518
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36519
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36520
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36521
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36522
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36523
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36524
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36525
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36526
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36527
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36528
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36529
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36530
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36531
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36532
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36533
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36534
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36535
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36536
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36537
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36538
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36539
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN; RXN-4142,rxn36540
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36541
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36542
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN; RXN-4142,rxn36543
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36544
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36545
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36546
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36547
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36548
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36549
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36550
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36551
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36552
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36553
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,rxn36554
