rhea,rheaDir,metacyc
34903,34904,METACYC:RXN-12864
34927,34928,METACYC:RXN-12865
34931,34932,METACYC:RXN-12867
34935,34936,METACYC:RXN0-5208
34943,34944,METACYC:TRANS-RXN-1531
34947,34948,METACYC:RXN0-6452
34955,34956,METACYC:TRANS-RXN0-461
35027,35028,METACYC:TRANS-RXN-242B
35047,35048,METACYC:RXN-21563
35063,35064,METACYC:PYRAZIN-RXN
35071,35072,METACYC:TRANS-RXN0-500
35083,35084,METACYC:RXN0-7001
35087,35088,METACYC:RXN0-7002
35091,35092,METACYC:RXN-13989
35095,35096,METACYC:RXN-13946
35115,35116,METACYC:RXN-11220
35119,35120,METACYC:RXN-11223
35139,35140,METACYC:RXN-11225
35143,35144,METACYC:RXN-7481
35155,35156,METACYC:RXN-10015
35159,35160,METACYC:RXN-10017
35179,35180,METACYC:RXN-9479
35191,35192,METACYC:RXN-11624
35207,35208,METACYC:RXN-14003
35211,35212,METACYC:RXN-14004
35263,35264,METACYC:RXN-20520
35295,35296,METACYC:RXN-21297
35307,35308,METACYC:RXN-10446
35323,35325,METACYC:RXN-14014
35331,35333,METACYC:RXN-14014
35371,35372,METACYC:RXN0-2001
35383,35384,METACYC:RXN-13824
35387,35388,METACYC:RXN-13826
35399,35400,METACYC:RXN-13962
35403,35405,METACYC:RXN-3601
35415,35416,METACYC:RXN-13963
35419,35420,METACYC:RXN-13964
35635,35636,METACYC:RXN-13964
35423,35424,METACYC:RXN-13966
35427,35428,METACYC:RXN-13967
35431,35432,METACYC:RXN-13969
35435,35436,METACYC:RXN-13974
35439,35440,METACYC:RXN-9996
35467,35468,METACYC:RXN-9736
35471,35472,METACYC:RXN-4002
35475,35476,METACYC:RXN-9483
35479,35480,METACYC:RXN-9484
35487,35488,METACYC:RXN-1541
35495,35496,METACYC:RXN0-5040
35499,35500,METACYC:RXN-13506
35503,35504,METACYC:RXN-13492
35507,35508,METACYC:RXN-13493
35511,35512,METACYC:RXN-13494
35515,35516,METACYC:RXN-8139
35523,35524,METACYC:RXN0-5101
35531,35532,METACYC:RXN-14310
35535,35536,METACYC:RXN-14308
35539,35540,METACYC:RXN-14309
35543,35544,METACYC:RXN0-6562
35547,35548,METACYC:RXN-14313
35555,35556,METACYC:RXN-14312
35571,35572,METACYC:RXN-9481
35575,35576,METACYC:RXN-9482
35587,35588,METACYC:RXN0-5187
35591,35592,METACYC:RXN-8269
35595,35596,METACYC:RXN-10137
35603,35604,METACYC:RXN0-5186
35607,35609,METACYC:ACETOINDEHYDROG-A-RXN
35615,35617,METACYC:RXN0-5213
35627,35628,METACYC:RXN-8231
35631,35632,METACYC:RXN-13960
35671,35672,METACYC:RXN-9485
35691,35693,METACYC:RXN-9489
35695,35697,METACYC:RXN-9490
35699,35701,METACYC:RXN-9491
35703,35704,METACYC:RXN-9487
35707,35708,METACYC:RXN-9492
35719,35720,METACYC:RXN-9492
35715,35716,METACYC:RXN-9488
35735,35737,METACYC:1.1.1.272-RXN
35739,35740,METACYC:1.14.15.6-RXN
35743,35744,METACYC:RXN-9495
35747,35748,METACYC:RXN-14015
35751,35752,METACYC:RXN-9581
35755,35756,METACYC:RXN-9578
35759,35760,METACYC:RXN-9497
35763,35764,METACYC:RXN-9502
35767,35768,METACYC:RXN-9501
35771,35772,METACYC:RXN-9587
35775,35776,METACYC:RXN-9579
35783,35784,METACYC:RXN-13147
35787,35788,METACYC:RXN-13145
35791,35792,METACYC:RXN-13124
35795,35796,METACYC:RXN-13125
35799,35800,METACYC:RXN-12356
35803,35804,METACYC:RXN-12357
35807,35808,METACYC:RXN-8777
35811,35812,METACYC:RXN-3602
35815,35816,METACYC:RXN-22578
35823,35825,METACYC:RXN-10029
35827,35828,METACYC:RXN-12515
35831,35832,METACYC:RXN-14401
35835,35836,METACYC:RXN-14402
35847,35848,METACYC:RXN3DJ-11417
35919,35920,METACYC:RXN-13148
35923,35924,METACYC:RXN-13149
35927,35928,METACYC:RXN-13164
35939,35940,METACYC:RXN-14418
35943,35944,METACYC:RXN-14419
35947,35949,METACYC:RXN-13476
35951,35952,METACYC:RXN-10009
35955,35956,METACYC:RXN-14413
35963,35964,METACYC:RXN-14415
35967,35968,METACYC:RXN-14414
35971,35972,METACYC:RXN-14420
35975,35976,METACYC:RXN-14407
35979,35980,METACYC:RXN-14421
36035,36037,METACYC:RXN-14398
36039,36041,METACYC:RXN-14398
36043,36044,METACYC:RXN-14333
36051,36052,METACYC:RXN-14089
36059,36061,METACYC:RXN-14236
36063,36064,METACYC:RXN-14375
36067,36068,METACYC:RXN-8766
36095,36096,METACYC:RXN-6723
36099,36100,METACYC:RXN-6722
36103,36104,METACYC:RXN-14453
36107,36108,METACYC:RXN-11359
36119,36120,METACYC:RXN-11358
36127,36128,METACYC:RXN-11384
36131,36132,METACYC:RXN-9825
36135,36136,METACYC:RXN-16656
36147,36148,METACYC:RXN-6762
36155,36156,METACYC:RXN-14314
36159,36161,METACYC:RXN-14399
36163,36164,METACYC:NICOTINATEPRIBOSYLTRANS-RXN
36167,36168,METACYC:RXN0-3741
36203,36204,METACYC:RXN-17740
36227,36228,METACYC:2.7.8.22-RXN
36243,36245,METACYC:RXN-11264
36247,36248,METACYC:RXN-9312
36251,36252,METACYC:6.2.1.34-RXN
36255,36256,METACYC:GLYCERYL-ETHER-MONOOXYGENASE-RXN
36263,36264,METACYC:RXN-14458
36267,36268,METACYC:RXN-11513
36271,36272,METACYC:RXN-11513
36275,36276,METACYC:RXN-13108
36279,36280,METACYC:RXN-13108
36295,36296,METACYC:RXN-14475
36299,36300,METACYC:RXN-1126
36307,36308,METACYC:RXN-21005
36315,36316,METACYC:RXN-17743
36319,36320,METACYC:RXN-17744
36327,36328,METACYC:RXN-4305
36331,36332,METACYC:RXN-4303
36335,36336,METACYC:RXN-11407
43500,43501,METACYC:RXN-11407
36339,36340,METACYC:RXN-14480
36347,36348,METACYC:RXN-14516
36355,36356,METACYC:RXN-14518
36359,36360,METACYC:PSII-RXN
36379,36380,METACYC:RXN66-314
36383,36384,METACYC:RXN-13168
36387,36388,METACYC:RXN-13167
36391,36393,METACYC:RXN66-28
36415,36416,METACYC:RXN-14326
36419,36420,METACYC:RXN-11370
36423,36424,METACYC:RXN-11374
36427,36428,METACYC:RXN-11373
36459,36460,METACYC:RXN0-6988
36463,36464,METACYC:RXN0-6984
36467,36468,METACYC:RXN0-6977
36487,36488,METACYC:RXN-12514
36499,36500,METACYC:RXN-12095
36539,36540,METACYC:RXN-20367
36547,36548,METACYC:RXN-20366
36551,36552,METACYC:RXN-19400
36559,36560,METACYC:RXN-8003
36563,36565,METACYC:RXN-8955
36567,36569,METACYC:RXN-8955
36579,36581,METACYC:RXN-14532
36583,36585,METACYC:1.1.1.266-RXN
36591,36593,METACYC:RXN-14536
36595,36597,METACYC:RXN-14537
36599,36601,METACYC:RXN-14537
36603,36604,METACYC:RXN-14541
36611,36612,METACYC:RXN-8949
36623,36624,METACYC:RXN-14468
36631,36632,METACYC:RXN-961
36635,36636,METACYC:RXN-14519
36639,36640,METACYC:RXN-14705
36643,36644,METACYC:RXN-13550
36651,36652,METACYC:RXN-14543
36655,36656,METACYC:RXN-14545
36659,36660,METACYC:RXN-14546
36663,36664,METACYC:RXN-8947
36679,36681,METACYC:RXN-15048
39883,39885,METACYC:RXN-15048
36695,36696,METACYC:RXN-14544
36699,36700,METACYC:RXN-14547
36703,36704,METACYC:RXN-8948
36711,36712,METACYC:RXN-14460
36723,36724,METACYC:RXN-11510
36747,36748,METACYC:RXN-14558
36759,36760,METACYC:RXN-14560
36763,36764,METACYC:RXN-14561
36771,36772,METACYC:RXN-14562
36775,36776,METACYC:RXN-14563
36783,36784,METACYC:RXN-11371
36787,36788,METACYC:RXN-14571
36791,36792,METACYC:RXN-14457
36795,36796,METACYC:RXN-14024
64912,64913,METACYC:RXN-14024
64920,64921,METACYC:NUCLEOSIDE-DIPHOSPHATASE-RXN
36803,36804,METACYC:RXN-3303
36823,36824,METACYC:RXN-14403
36827,36828,METACYC:RXN-14573
36831,36832,METACYC:TRANS-RXN-240
36899,36900,METACYC:RXN-12458
36903,36904,METACYC:RXN-14528
36971,36972,METACYC:RXN-14707
36975,36976,METACYC:RXN-8800
37039,37040,METACYC:RXN-14696
37047,37048,METACYC:RXN-14653
37051,37053,METACYC:RXN-8792
37055,37056,METACYC:RXN-14631
37063,37064,METACYC:RXN-14481
37067,37068,METACYC:RXN0-5063
37087,37088,METACYC:RXN0-6366
37107,37108,METACYC:RXN-14704
37119,37120,METACYC:RXN-14520
37191,37192,METACYC:RXN-12057
37211,37212,METACYC:RXN-12058
37239,37240,METACYC:RXN-12060
37267,37268,METACYC:RXN0-6975
37271,37272,METACYC:3.6.3.23-RXN
78459,78460,METACYC:3.6.3.23-RXN
37275,37276,METACYC:RXN0-6976
37283,37284,METACYC:RXN0-6978
37291,37292,METACYC:RXN0-6979
37299,37300,METACYC:RXN0-6980
37307,37308,METACYC:RXN0-6982
37315,37316,METACYC:RXN0-6983
37323,37324,METACYC:RXN0-6974
37331,37332,METACYC:RXN0-6985
37335,37336,METACYC:RXN-11211
37339,37340,METACYC:RXN-11210
37347,37348,METACYC:RXN-11298
37351,37352,METACYC:RXN-14511
37359,37360,METACYC:TRANS-RXN-167A
37363,37364,METACYC:RXN-14697
37367,37368,METACYC:RXN-14405
37411,37413,METACYC:RXN-14818
37423,37424,METACYC:RXN-14689
37431,37432,METACYC:RXN-15809
37447,37448,METACYC:RXN-14695
37459,37460,METACYC:RXN-10972
37467,37468,METACYC:RXN-10974
37543,37544,METACYC:RXN-8836
37547,37548,METACYC:RXN8J2-136
37555,37556,METACYC:RXN8J2-138
37583,37584,METACYC:RXN-8163
37663,37664,METACYC:RXN-19399
37667,37668,METACYC:RXN-19398
37743,37744,METACYC:RXN-16937
37751,37752,METACYC:RXN-8977
37791,37792,METACYC:RXN-14688
37795,37796,METACYC:RXN-14690
37799,37800,METACYC:RXN-14690
37799,37800,METACYC:RXN-14692
37815,37816,METACYC:RXN-14822
37823,37824,METACYC:RXN-14823
37827,37828,METACYC:RXN-14821
37831,37832,METACYC:RXN-14820
37835,37836,METACYC:RXN-14824
37847,37848,METACYC:RXN-14830
37851,37852,METACYC:RXN-14829
37871,37872,METACYC:RXN-11849
37875,37876,METACYC:RXN-14831
37879,37880,METACYC:RXN-14844
37887,37888,METACYC:RXN-23262
37891,37892,METACYC:RXN-14703
37895,37896,METACYC:RXN-14633
37899,37900,METACYC:RXN-14538
37903,37904,METACYC:RXN-14927
37907,37908,METACYC:RXN-14923
37919,37920,METACYC:RXN-14925
37923,37924,METACYC:RXN-14926
37975,37976,METACYC:RXN-2541
37979,37980,METACYC:RXN-2542
37983,37985,METACYC:RXN-2543
37987,37989,METACYC:RXN-2561
37995,37996,METACYC:RXN-2761
37999,38000,METACYC:RXN-2762
38003,38004,METACYC:RXN-14929
38007,38008,METACYC:RXN-14917
38011,38012,METACYC:RXN-7738
38015,38017,METACYC:RXN-14921
38023,38025,METACYC:RXN-14922
38031,38032,METACYC:CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN
38035,38036,METACYC:RXN1K-87
38039,38040,METACYC:RXN-13857
38043,38044,METACYC:RXN-8390
38047,38048,METACYC:RXN-8392
38055,38056,METACYC:RXN-7683
38099,38100,METACYC:RXN-7763
38103,38104,METACYC:RXN-11380
38111,38113,METACYC:RXN-11382
38147,38148,METACYC:RXN-2189
38151,38152,METACYC:RXN-1901
38155,38156,METACYC:RXN-10441
38179,38180,METACYC:RXN66-347
38183,38184,METACYC:RXN66-348
38187,38188,METACYC:RXN66-349
38191,38192,METACYC:RXN-14744
38195,38196,METACYC:RXN-14746
38199,38200,METACYC:RXN66-344
38203,38204,METACYC:RXN66-345
38207,38208,METACYC:RXN66-346
38215,38216,METACYC:RXN-16652
38271,38273,METACYC:RXN-8965
38283,38284,METACYC:RXN-8987
38291,38292,METACYC:RXN-14937
38295,38296,METACYC:RXN-14932
38303,38304,METACYC:RXN-14730
38339,38340,METACYC:RXN-11132
38351,38353,METACYC:RXN-10816
38355,38356,METACYC:RXN-19883
38367,38368,METACYC:RXN-17985
38443,38444,METACYC:RXNQT-4193
38447,38448,METACYC:RXN-14092
38459,38460,METACYC:RXN-17177
58044,58045,METACYC:RXN-17177
38471,38472,METACYC:RXN-14431
38475,38476,METACYC:RXN-14438
38479,38480,METACYC:RXN-14437
38543,38544,METACYC:RXN-17702
38555,38556,METACYC:RXN-12575
38579,38580,METACYC:RXN-14975
38599,38600,METACYC:RXN-13972
38607,38608,METACYC:RXN-13972
38603,38604,METACYC:RXN-13971
38619,38620,METACYC:RXN-14701
38851,38852,METACYC:RXN-15056
38859,38860,METACYC:RXN-8476
38867,38868,METACYC:RXN-11833
38871,38872,METACYC:RXN-11834
38875,38876,METACYC:RXN-11835
38883,38884,METACYC:BUTYRATE--COA-LIGASE-RXN
38907,38908,METACYC:RXN-8701
38923,38924,METACYC:TRANS-RXN-214
47748,47749,METACYC:TRANS-RXN-214
38939,38940,METACYC:RXN-14574
38947,38948,METACYC:RXN-11336
38959,38960,METACYC:RXN-11026
39019,39020,METACYC:RXN-10958
39111,39113,METACYC:RXN-9563
39115,39117,METACYC:RXN-9563
39287,39288,METACYC:RXN-8102
39647,39648,METACYC:RXN-12769
39751,39752,METACYC:RXN-11340
39755,39756,METACYC:RXN-19677
39867,39868,METACYC:RXN-19401
39887,39888,METACYC:RXN-15099
39891,39892,METACYC:RXN-15235
39895,39896,METACYC:RXN-9372
39967,39968,METACYC:RXN-15121
39971,39972,METACYC:RXN-15149
39975,39976,METACYC:RXN-15123
39979,39980,METACYC:RXN-15244
40027,40028,METACYC:RXN-13000
40035,40036,METACYC:RXN-15265
40039,40040,METACYC:RXN-15267
40043,40044,METACYC:RXN-15266
40051,40052,METACYC:RXN-12345
40059,40060,METACYC:RXN-9628
40075,40076,METACYC:RXN-14910
40103,40104,METACYC:RXN-7938
40119,40120,METACYC:RXN-9626
40131,40132,METACYC:RXN-10662
40139,40140,METACYC:RXN-9666
40147,40148,METACYC:RXN-9629
40175,40176,METACYC:RXN-12669
40199,40200,METACYC:RXN-16398
40231,40232,METACYC:CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN
40247,40248,METACYC:RXN-14856
40251,40252,METACYC:RXN-14861
40299,40300,METACYC:RXN-12918
40371,40372,METACYC:RXN-14706
40399,40400,METACYC:RXN-15116
40439,40440,METACYC:RXN-15296
40443,40444,METACYC:RXN-15297
40511,40513,METACYC:RXN-15299
40515,40516,METACYC:RXN-15298
40523,40524,METACYC:RXN-14971
40527,40528,METACYC:RXN0-5266
40531,40532,METACYC:RXN-15107
40539,40540,METACYC:RXN-15100
40543,40544,METACYC:RXN-15101
40551,40552,METACYC:RXN-7569
40555,40556,METACYC:RXN-15230
40559,40560,METACYC:RXN-15228
40563,40564,METACYC:RXN-15229
40567,40568,METACYC:RXN-15231
40663,40664,METACYC:RXN-15125
40667,40668,METACYC:RXN-15124
40671,40672,METACYC:RXN-15127
40675,40676,METACYC:RXN-15122
40719,40720,METACYC:RXN-19370
40731,40732,METACYC:RXN-14616
40735,40736,METACYC:RXN-14618
40739,40740,METACYC:RXN-14600
40743,40744,METACYC:RXN-14617
40803,40804,METACYC:RXN-18853
43568,43569,METACYC:RXN-18853
40951,40952,METACYC:RXN-18396
40955,40956,METACYC:RXN-10067
40991,40992,METACYC:RXN-11244
40995,40996,METACYC:RXN-13392
41011,41012,METACYC:RXN-18465
41175,41176,METACYC:RXN-8100
41211,41212,METACYC:RXN-14711
41259,41260,METACYC:RXN-17904
41356,41358,METACYC:RXN-17426
41380,41381,METACYC:TOLUENE-4-MONOOXYGENASE-RXN
41424,41425,METACYC:RXN-13868
41428,41429,METACYC:RXN-15305
41440,41441,METACYC:RXN-15311
41444,41445,METACYC:RXN-15310
41448,41449,METACYC:RXN-13635
41464,41465,METACYC:RXN-15379
41468,41469,METACYC:RXN-15381
41472,41473,METACYC:RXN-15382
41508,41509,METACYC:RXN-11128
41508,41509,METACYC:RXN-13783
41512,41513,METACYC:RXN-13783
41524,41525,METACYC:RXN-9931
41532,41533,METACYC:RXN-13555
41540,41541,METACYC:RXN-15405
41544,41545,METACYC:RXN-15404
41548,41549,METACYC:RXN-15403
41552,41553,METACYC:RXN-15427
41556,41557,METACYC:RXN0-7090
41560,41561,METACYC:RXN-15398
41564,41565,METACYC:RXN-14853
41568,41569,METACYC:RXN-14852
41652,41653,METACYC:RXN-14852
41608,41609,METACYC:RXN-15426
41612,41613,METACYC:RXN-14995
41616,41617,METACYC:RXN-14996
41624,41625,METACYC:RXN-15362
41628,41629,METACYC:RXN-15429
41640,41641,METACYC:RXN-12746
43832,43833,METACYC:RXN-12746
41644,41645,METACYC:RXN-15307
41648,41649,METACYC:RXN-14637
41656,41658,METACYC:RXN-9276
41660,41662,METACYC:RXN-9276
41664,41666,METACYC:RXN-15514
41668,41670,METACYC:RXN-15514
41728,41729,METACYC:RXN-16400
41740,41741,METACYC:RXN-12469
41760,41761,METACYC:RXN-18275
41764,41765,METACYC:RXN-18285
77295,77296,METACYC:RXN-18285
41768,41769,METACYC:RXN-18280
41772,41773,METACYC:RXN-18281
41808,41809,METACYC:4.2.1.58-RXN
41816,41817,METACYC:RXN-18274
41820,41821,METACYC:RXN-9516
41828,41829,METACYC:RXN-9520
41836,41837,METACYC:RXN-9523
41844,41845,METACYC:4.2.1.59-RXN
41852,41853,METACYC:RXN-9527
41860,41861,METACYC:RXN-9655
41868,41869,METACYC:RXN-9531
41876,41877,METACYC:RXN-9533
41884,41885,METACYC:RXN-9535
41892,41893,METACYC:RXN-9537
41900,41901,METACYC:RXN-9539
41908,41909,METACYC:4.2.1.61-RXN
41916,41917,METACYC:RXN-9632
41924,41925,METACYC:RXN-9634
41932,41933,METACYC:RXN-9549
41940,41941,METACYC:RXN-15002
41944,41945,METACYC:RXN-5182
41948,41950,METACYC:RXN-5183
41956,41957,METACYC:RXN-12059
41960,41961,METACYC:RXN-18270
42032,42033,METACYC:RXN-13186
42052,42053,METACYC:RXN-12562
42056,42057,METACYC:RXN-12577
42072,42073,METACYC:HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN
42076,42077,METACYC:RXN-1082
42080,42081,METACYC:RETINAL-DEHYDROGENASE-RXN
42084,42085,METACYC:RXN-21047
42096,42097,METACYC:RXN-15284
42100,42101,METACYC:RXN-15285
42116,42117,METACYC:1.1.1.213-RXN
42132,42133,METACYC:RXN-17843
42156,42157,METACYC:RXN-21978
42208,42209,METACYC:RXN-18213
42212,42213,METACYC:RXN-20542
42248,42249,METACYC:RXN-9648
42264,42265,METACYC:RXN-13613
42268,42269,METACYC:RXN-21611
42272,42273,METACYC:RXN-21610
42276,42277,METACYC:RXN-21612
42288,42289,METACYC:RXN-11484
42296,42297,METACYC:1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
42300,42301,METACYC:RXN-10462
42316,42317,METACYC:RXN-14474
42332,42333,METACYC:RXN-8087
42344,42345,METACYC:RXN-664
42352,42353,METACYC:R161-RXN
42368,42369,METACYC:RXN-15673
42380,42381,METACYC:RXN-12225
42384,42385,METACYC:RXN-9307
42388,42389,METACYC:RXN-8472
42396,42397,METACYC:RXN-11868
42400,42401,METACYC:RXN-15085
42404,42405,METACYC:LACTOSE6P-HYDROXY-RXN
42412,42413,METACYC:RXN-20986
42424,42425,METACYC:RXN-7744
42428,42429,METACYC:RXN-8892
42432,42433,METACYC:RXN-9922
42436,42437,METACYC:RXN0-2461
42440,42441,METACYC:RXN-22981
42444,42445,METACYC:RXN-22981
42448,42449,METACYC:RXN-1083
42452,42453,METACYC:RXN-10720
42460,42461,METACYC:R606-RXN
42464,42465,METACYC:R607-RXN
42468,42469,METACYC:R608-RXN
42476,42477,METACYC:R604-RXN
42480,42481,METACYC:R605-RXN
42484,42485,METACYC:TRANS-RXN-169
42488,42489,METACYC:RXN-8857
42492,42493,METACYC:RXN-11851
42496,42497,METACYC:RXN-8865
42500,42502,METACYC:RXN-8854
42508,42509,METACYC:KETAMID-RXN
42512,42513,METACYC:AMVAL-RXN
42516,42517,METACYC:RXN-8783
42520,42521,METACYC:RXN-11836
42524,42525,METACYC:RXN-11837
42528,42529,METACYC:RXN-11838
42532,42533,METACYC:RXN-11839
42536,42537,METACYC:RXN-11840
42540,42541,METACYC:RXN-11841
42544,42545,METACYC:RXN-11842
42548,42549,METACYC:RXN-11843
42552,42553,METACYC:RXN-12499
42560,42561,METACYC:RXN-12497
42564,42565,METACYC:RXN-12727
42568,42569,METACYC:RXN-666
42580,42581,METACYC:RXN0-2161
42620,42621,METACYC:RXN-12895
42624,42625,METACYC:RXN-12894
42628,42629,METACYC:RXN-11600
42632,42633,METACYC:RXN-12465
42636,42637,METACYC:RXN-8351
42640,42641,METACYC:RXN-11046
42644,42645,METACYC:RXN-9101
42652,42653,METACYC:RXN-15775
42656,42657,METACYC:RXN-15776
42664,42665,METACYC:RXN-21507
42672,42673,METACYC:RXN-14430
42676,42677,METACYC:RXN-15802
42684,42685,METACYC:RXN-14429
42688,42689,METACYC:RXN-14428
42700,42701,METACYC:RXN-11483
42704,42705,METACYC:RXN-15801
42708,42709,METACYC:TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
42712,42713,METACYC:TRNA-URACIL-5--METHYLTRANSFERASE-RXN
42716,42717,METACYC:RXN0-2281
42720,42721,METACYC:RXN-11845
42724,42725,METACYC:RXN-11581
42728,42729,METACYC:RXN-11580
42732,42733,METACYC:RXN-11578
42736,42737,METACYC:RXN-11576
42740,42741,METACYC:RXN-11574
42744,42745,METACYC:RXN-11635
42748,42749,METACYC:RXN-11591
42752,42753,METACYC:RXN-11592
42756,42757,METACYC:RXN-11593
42760,42761,METACYC:RXN-3443
42772,42773,METACYC:RXN-11594
42776,42777,METACYC:RXN-11595
42780,42781,METACYC:RXN-11634
42784,42785,METACYC:RXN-11597
42788,42789,METACYC:RXN-11589
42804,42806,METACYC:RXN-15555
42820,42821,METACYC:RXN-15434
42828,42829,METACYC:RXN-15676
42832,42833,METACYC:RXN-15769
42844,42845,METACYC:RXN-15105
42848,42849,METACYC:RXN-15406
42852,42853,METACYC:RXN-15718
42884,42885,METACYC:RXN-15647
42888,42889,METACYC:RXN-15648
42892,42893,METACYC:RXN-15568
42896,42897,METACYC:RXN-14992
42900,42901,METACYC:RXN-11573
42904,42905,METACYC:RXN-11599
42908,42909,METACYC:RXN-11601
42912,42913,METACYC:RXN-11602
42916,42917,METACYC:RXN-11586
43332,43333,METACYC:RXN-11586
42920,42921,METACYC:RXN-11598
42924,42925,METACYC:RXN-11637
42928,42929,METACYC:RXN-11638
42932,42933,METACYC:RXN-11866
42936,42937,METACYC:RXN-11867
42940,42941,METACYC:RXN-11856
42944,42945,METACYC:RXN-11857
42948,42949,METACYC:RXN-11858
42952,42953,METACYC:RXN-11859
42956,42957,METACYC:RXN-11855
42968,42969,METACYC:RXN-11869
42972,42973,METACYC:RXN0-7012
42980,42981,METACYC:RXN-15579
42984,42985,METACYC:RXN-15704
42988,42989,METACYC:RXN-15705
42992,42993,METACYC:RXN-15706
42996,42997,METACYC:RXN-15707
43000,43001,METACYC:RXN-15708
43004,43005,METACYC:RXN-15580
43008,43009,METACYC:RXN-15581
43012,43013,METACYC:RXN-15148
43016,43017,METACYC:RXN-15577
43020,43021,METACYC:RXN-15131
43024,43025,METACYC:RXN-15582
43032,43033,METACYC:RXN-15584
43036,43037,METACYC:RXN-15129
43052,43053,METACYC:RXN-12571
43056,43057,METACYC:RXN-15103
43064,43065,METACYC:RXN-15694
43068,43069,METACYC:RXN-13509
43072,43073,METACYC:RXN-13503
43076,43077,METACYC:RXN-13504
43080,43081,METACYC:RXN-13505
43084,43085,METACYC:RXN-11860
43088,43089,METACYC:RXN-11865
43092,43093,METACYC:RXN-12227
43096,43097,METACYC:RXN-12228
43100,43101,METACYC:RXN-12368
43108,43110,METACYC:RXN-12130
43120,43121,METACYC:RXN-15841
43124,43125,METACYC:RXN-12373
43128,43129,METACYC:RXN-12369
43132,43133,METACYC:RXN-12372
43136,43137,METACYC:RXN-12380
43140,43141,METACYC:RXN-12376
43144,43145,METACYC:RXN-12472
43148,43149,METACYC:RXN-12471
43152,43153,METACYC:RXN-12466
43156,43157,METACYC:RXN-12459
43160,43161,METACYC:RXN-12480
43164,43165,METACYC:RXN-12144
43176,43177,METACYC:RXN-15843
43180,43181,METACYC:RXN-15844
43188,43189,METACYC:RXN-15846
43192,43193,METACYC:RXN-12478
43196,43197,METACYC:RXN-12479
43200,43201,METACYC:RXN-12463
43204,43205,METACYC:RXN-12462
43208,43209,METACYC:RXN-12461
43212,43213,METACYC:RXN-12464
43220,43221,METACYC:RXN0-6731
43232,43233,METACYC:RXN-3944
43336,43337,METACYC:RXN-9777
43340,43341,METACYC:RXN-9788
43344,43345,METACYC:RXN-9789
43392,43393,METACYC:RXN-10959
43432,43433,METACYC:RXN-17642
43436,43437,METACYC:RXN-17517
43464,43465,METACYC:RXN-14278
43488,43490,METACYC:RXN-7678
43492,43494,METACYC:RXN-7678
43496,43497,METACYC:RXN-15920
43504,43505,METACYC:RXN-13090
43508,43509,METACYC:RXN-15852
43512,43513,METACYC:RXN-13091
43516,43517,METACYC:RXN-15853
43520,43521,METACYC:RXN-13092
43524,43525,METACYC:RXN-16001
43528,43529,METACYC:RXN-16007
43532,43533,METACYC:RXN-16009
43536,43537,METACYC:RXN-15946
43544,43545,METACYC:RXN-15947
43564,43565,METACYC:RXN-8119
43572,43573,METACYC:RXN-7563
43580,43581,METACYC:RXN-15849
43584,43585,METACYC:RXN-15850
43592,43593,METACYC:RXN-15979
43596,43597,METACYC:RXN-15980
43604,43606,METACYC:RXN-15878
43608,43609,METACYC:RXN-14344
43616,43617,METACYC:RXN-11361
43620,43621,METACYC:RXN-16003
43624,43625,METACYC:RXN-16002
43636,43637,METACYC:RXN0-7078
43640,43641,METACYC:RXN1G-460
43700,43701,METACYC:RXN-11587
43708,43709,METACYC:RXN-17320
43716,43717,METACYC:GSDEADENYLATION-RXN
43720,43721,METACYC:RXN-11771
43724,43725,METACYC:RXN-11770
43728,43729,METACYC:RXN-11621
43736,43737,METACYC:RXN0-6998
43744,43745,METACYC:RXN-1961
43752,43753,METACYC:RXN-18434
43756,43757,METACYC:2.3.1.128-RXN
43760,43761,METACYC:RXN0-5231
43764,43765,METACYC:RXN-17398
43772,43773,METACYC:RXN0-6950
43784,43785,METACYC:RXN-14549
43788,43789,METACYC:RXN0-5418
43792,43793,METACYC:RXN-14550
43872,43873,METACYC:RXN-21475
43892,43893,METACYC:RXN-12588
43900,43901,METACYC:RXN-9163
43912,43913,METACYC:RXN-17646
43916,43917,METACYC:RXN-17647
43920,43921,METACYC:RXN-17648
44012,44013,METACYC:PALMITOTRANS-RXN
44036,44037,METACYC:RXN-12134
44060,44061,METACYC:RXN-17318
44100,44101,METACYC:R222-RXN
44104,44105,METACYC:RXN-16653
44152,44153,METACYC:RXN-7253
44156,44157,METACYC:RXN-10953
44160,44161,METACYC:RXN-10954
44168,44170,METACYC:RXN-16654
44180,44181,METACYC:MEPROPCOA-FAD-RXN
44184,44185,METACYC:RXN-9140
44224,44225,METACYC:RXN-16389
44332,44333,METACYC:RXN-16296
44340,44341,METACYC:RXN-16290
44344,44345,METACYC:RXN-16291
44348,44349,METACYC:RXN-16292
44352,44353,METACYC:RXN-16293
44360,44361,METACYC:RXN-15216
44368,44369,METACYC:RXN0-3381
44372,44373,METACYC:RXN0-3381
44380,44381,METACYC:RXN-11758
44400,44401,METACYC:RXN3O-102
44404,44405,METACYC:RXN-9229
44412,44413,METACYC:RXN-9237
44452,44453,METACYC:RXN-11757
