rhea,rheaDir,metacyc
10656,10657,METACYC:GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN
10664,10665,METACYC:PERILLYL-ALCOHOL-DEHYDROGENASE-RXN
10668,10669,METACYC:LYSYLTRANSFERASE-RXN
10672,10673,METACYC:RXN-19247
10676,10678,METACYC:RXN-8991
10684,10685,METACYC:PROTEIN-TYROSINE-PHOSPHATASE-RXN
10688,10689,METACYC:STREPTOMYCIN-6-PHOSPHATASE-RXN
10692,10693,METACYC:RXN-11181
10696,10697,METACYC:RXN-18531
10700,10701,METACYC:RXN-9412
10704,10705,METACYC:VALINE--TRNA-LIGASE-RXN
10708,10709,METACYC:2.7.7.34-RXN
10712,10713,METACYC:PHENYLALANINE-2-MONOOXYGENASE-RXN
10716,10717,METACYC:MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
10720,10722,METACYC:1.5.4.1-RXN
10724,10726,METACYC:GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN
10728,10730,METACYC:GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN
10732,10733,METACYC:1.13.12.7-RXN
15937,15939,METACYC:ALCOHOL-DEHYDROGENASE-NADP%2b-RXN
10736,10738,METACYC:ALCOHOL-DEHYDROGENASE-NADP%2b-RXN
10756,10757,METACYC:PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
10760,10761,METACYC:CITLY-RXN
10764,10765,METACYC:RXN-602
10768,10769,METACYC:LEUCPEL-RXN
10772,10773,METACYC:6-PHOSPHO-BETA-GLUCOSIDASE-RXN
10776,10777,METACYC:1.1.1.222-RXN
10780,10781,METACYC:1.1.1.222-RXN
10784,10785,METACYC:RXN-20637
10788,10789,METACYC:DEHYDOGLUCONOKINASE-RXN
10796,10797,METACYC:ALBENDAZOLE-MONOOXYGENASE-RXN
10800,10802,METACYC:XANPRIBOSYLTRAN-RXN
10808,10809,METACYC:RXN-9011
10812,10813,METACYC:SUCCGLUALDDEHYD-RXN
10816,10817,METACYC:12-ALPHA-L-FUCOSIDASE-RXN
10824,10826,METACYC:MALATE-DEHYDROGENASE-NADP%2b-RXN
10828,10829,METACYC:AMINOBENZCOALIG-RXN
10832,10833,METACYC:GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN
10836,10837,METACYC:QUESTIN-MONOOXYGENASE-RXN
10840,10841,METACYC:THRESYN-RXN
10848,10849,METACYC:3.6.3.48-RXN
10852,10853,METACYC:2.5.1.71-RXN
10856,10857,METACYC:2.4.1.45-RXN
10860,10861,METACYC:1.14.12.4-RXN
10864,10865,METACYC:1.14.12.4-RXN
10868,10869,METACYC:DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
10872,10873,METACYC:ASPARTOACYLASE-RXN
10876,10877,METACYC:4-HYDROXYBENZOATE-DECARBOXYLASE-RXN
10880,10881,METACYC:RXN-7597
10884,10885,METACYC:FUCOSTEROL-EPOXIDE-LYASE-RXN
10896,10897,METACYC:LIMONIN-D-RING-LACTONASE-RXN
10912,10913,METACYC:PANTOATE-BETA-ALANINE-LIG-RXN
10924,10926,METACYC:5.2.1.10-RXN
10928,10929,METACYC:RXN-7580
10932,10933,METACYC:ARGSUCCINSYN-RXN
10936,10937,METACYC:1.8.5.2-RXN
10940,10941,METACYC:4.2.3.20-RXN
10956,10957,METACYC:TRANS-CINNAMATE-2-MONOOXYGENASE-RXN
10964,10965,METACYC:XYLULOKIN-RXN
10968,10969,METACYC:ACID--COA-LIGASE-GDP-FORMING-RXN
10976,10977,METACYC:1.14.12.16-RXN
10980,10981,METACYC:5.1.1.18-RXN
30211,30213,METACYC:NITRIC-OXIDE-REDUCTASE-RXN
10992,10994,METACYC:GLYOXYLATE-REDUCTASE-NADP%2b-RXN
10996,10997,METACYC:ISOBUTYRALDOXIME-O-METHYLTRANSFERASE-RXN
11004,11005,METACYC:SALICYLATE-1-MONOOXYGENASE-RXN
11008,11009,METACYC:POLYNUCLEOTIDE-5-PHOSPHATASE-RXN
11016,11017,METACYC:ALLANTOICASE-RXN
11020,11021,METACYC:2.7.1.127-RXN
11028,11029,METACYC:MANNKIN-RXN
11036,11037,METACYC:RXN-8638
11040,11041,METACYC:IMIDPHOSDEHYD-RXN
11048,11049,METACYC:2.3.1.149-RXN
11052,11053,METACYC:4-AMINOBENZOATE-1-MONOOXYGENASE-RXN
11056,11057,METACYC:4-AMINOBENZOATE-1-MONOOXYGENASE-RXN
11060,11061,METACYC:ISOLEUCINE--TRNA-LIGASE-RXN
11064,11065,METACYC:F16BDEPHOS-RXN
11068,11069,METACYC:3.2.1.107-RXN
11072,11073,METACYC:1.14.12.1-RXN
11076,11077,METACYC:1.14.12.1-RXN
11080,11081,METACYC:THYMIDYLATE-5-PHOSPHATASE-RXN
11084,11085,METACYC:DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN
11092,11094,METACYC:1.1.1.8-RXN
11092,11094,METACYC:GLYC3PDEHYDROGBIOSYN-RXN
11096,11098,METACYC:GLYC3PDEHYDROGBIOSYN-RXN
11104,11105,METACYC:2.1.1.44-RXN
11112,11113,METACYC:ISOCHORMAT-RXN
11116,11117,METACYC:DIAMACTRANS-RXN
11120,11121,METACYC:RXN-12893
11128,11129,METACYC:NARINGENIN-CHALCONE-SYNTHASE-RXN
11132,11134,METACYC:RXN1F-10
11136,11137,METACYC:RXN-15270
11148,11149,METACYC:RXN0-1483
11152,11153,METACYC:5-PYRIDOXATE-DIOXYGENASE-RXN
11164,11165,METACYC:2.1.1.17-RXN
11172,11173,METACYC:HOMOCYSMETB12-RXN
11180,11181,METACYC:ASPARAGINE--TRNA-LIGASE-RXN
11184,11185,METACYC:BETA-UREIDOPROPIONASE-RXN
11188,11189,METACYC:3.5.5.4-RXN
11192,11193,METACYC:2-HALOACID-DEHALOGENASE-RXN
11196,11197,METACYC:DMBPPRIBOSYLTRANS-RXN
11212,11213,METACYC:INDOLE-23-DIOXYGENASE-RXN
11216,11217,METACYC:DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN
11224,11225,METACYC:DALADALALIG-RXN
11232,11233,METACYC:PHOSPHOADENYLYLSULFATASE-RXN
11236,11237,METACYC:2.5.1.45-RXN
11240,11241,METACYC:THIAMIN-DIPHOSPHATE-KINASE-RXN
11248,11249,METACYC:3.1.1.75-RXN
11256,11257,METACYC:2.4.1.210-RXN
11260,11261,METACYC:RXN-10745
11264,11265,METACYC:RXN-10745
11268,11269,METACYC:DCYSDESULF-RXN
11276,11277,METACYC:LACCASE-RXN
11288,11289,METACYC:RXN-8183
11292,11293,METACYC:RIFAMYCIN-B-OXIDASE-RXN
11296,11297,METACYC:25-DIOXOVALERATE-DEHYDROGENASE-RXN
11304,11305,METACYC:UREIDOGLYCOLATE-LYASE-RXN
11308,11309,METACYC:ACETYL-COA-CARBOXYLTRANSFER-RXN
11312,11313,METACYC:3.8.1.8-RXN
11316,11317,METACYC:4.99.1.5-RXN
11328,11329,METACYC:DIMETHYLALLYLCISTRANSFERASE-RXN
11332,11333,METACYC:POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
11336,11337,METACYC:2.1.1.99-RXN
11340,11341,METACYC:4.1.1.75-RXN
11348,11349,METACYC:3.6.3.16-RXN
11364,11365,METACYC:PEPSYNTH-RXN
11372,11373,METACYC:ASNSYNA-RXN
11376,11378,METACYC:GEISSOSCHIZINE-DEHYDROGENASE-RXN
11380,11381,METACYC:RXN-21275
11392,11393,METACYC:RXN-8730
11396,11397,METACYC:2.7.4.19-RXN
11400,11401,METACYC:RXN-18996
11412,11413,METACYC:H2PTERIDINEPYROPHOSPHOKIN-RXN
11416,11417,METACYC:2.3.1.90-RXN
11420,11421,METACYC:1.14.13.101-RXN
11428,11429,METACYC:GLUCOSE-OXIDASE-RXN
11432,11433,METACYC:RXN-4981
11436,11437,METACYC:CYTOCHROME-C-OXIDASE-RXN
11440,11441,METACYC:RXN-8670
11444,11445,METACYC:CHONDRO-4-SULFATASE-RXN
11452,11453,METACYC:1.14.13.74-RXN
11456,11457,METACYC:2.4.1.101-RXN
11460,11461,METACYC:RXN-17001
11472,11473,METACYC:N-METHYL-L-AMINO-ACID-OXIDASE-RXN
11476,11477,METACYC:GLYCEROL-1-PHOSPHATASE-RXN
11480,11481,METACYC:3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN
11484,11485,METACYC:RXN-15816
11492,11493,METACYC:4.1.1.81-RXN
11496,11497,METACYC:RXN-7541
11500,11501,METACYC:KDO-8PPHOSPHAT-RXN
11504,11505,METACYC:2.1.1.109-RXN
11508,11509,METACYC:PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN
11512,11513,METACYC:SALICYL-ALCOHOL-GLUCOSYLTRANSFERASE-RXN
11516,11517,METACYC:SUCCINYL-COA-HYDROLASE-RXN
11520,11521,METACYC:2.4.1.127-RXN
11528,11529,METACYC:RXN-19339
11532,11533,METACYC:1.4.3.19-RXN
11536,11537,METACYC:RXN-13178
11544,11545,METACYC:3.5.1.26-RXN
11548,11549,METACYC:3.1.1.54-RXN
11552,11553,METACYC:3.1.1.71-RXN
11560,11561,METACYC:1.3.1.25-RXN
11576,11577,METACYC:THIAMIN-PYROPHOSPHOKINASE-RXN
11580,11581,METACYC:2.7.8.11-RXN
11592,11593,METACYC:RXN-15690
11596,11597,METACYC:OROTPDECARB-RXN
11600,11601,METACYC:RXN-11832
11604,11605,METACYC:POLYSIALIC-ACID-O-ACETYLTRANSFERASE-RXN
11608,11609,METACYC:RXN-15208
11612,11613,METACYC:GLUTAMATESYN-RXN
15501,15503,METACYC:GLUTAMATESYN-RXN
11620,11621,METACYC:4.5.1.4-RXN
11640,11642,METACYC:RXN-10693
11644,11646,METACYC:RXN-10693
11648,11649,METACYC:--MENTHOL-MONOOXYGENASE-RXN
11656,11657,METACYC:RXN-15779
11656,11657,METACYC:RXN-19065
11656,11657,METACYC:RXN-19068
11656,11657,METACYC:RXN-19069
11656,11657,METACYC:RXN1A0-6104
11664,11665,METACYC:2.4.99.5-RXN
11672,11673,METACYC:PABASYN-RXN
11680,11681,METACYC:GMP-SYN-GLUT-RXN
11688,11689,METACYC:LEUCINE--TRNA-LIGASE-RXN
11696,11697,METACYC:2.1.1.139-RXN
11700,11701,METACYC:RXN-7817
11704,11705,METACYC:RXN-13200
11720,11721,METACYC:3.5.2.14-RXN
11732,11733,METACYC:1.14.13.103-RXN
11736,11737,METACYC:6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN
11740,11742,METACYC:GLUTATHIONE-REDUCT-NADPH-RXN
11744,11745,METACYC:THIAMIN-TRIPHOSPHATASE-RXN
11748,11749,METACYC:RXN-11747
11752,11753,METACYC:ACETYLSALICYLATE-DEACETYLASE-RXN
11756,11757,METACYC:BIOTINLIG-RXN
11764,11765,METACYC:METHYLGUANIDINASE-RXN
11772,11774,METACYC:1.1.1.220-RXN
11776,11777,METACYC:RXN-7903
11780,11781,METACYC:2.4.1.134-RXN
11792,11793,METACYC:RXN-9957
11796,11797,METACYC:ECDYSONE-OXIDASE-RXN
11800,11801,METACYC:NADPYROPHOSPHAT-RXN
11808,11809,METACYC:2.1.1.69-RXN
11812,11813,METACYC:METHANETHIOL-OXIDASE-RXN
11828,11829,METACYC:RXN-15952
11832,11833,METACYC:1.3.1.29-RXN
11852,11853,METACYC:5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN
11856,11857,METACYC:RXN-7162
11860,11861,METACYC:2.7.13.2-RXN
11872,11873,METACYC:RXN66-360
11880,11881,METACYC:S-6-HYDROXYNICOTINE-OXIDASE-RXN
11892,11893,METACYC:2.1.1.121-RXN
11896,11897,METACYC:1.1.1.181-RXN
11900,11901,METACYC:RXN-7970
11920,11921,METACYC:RXN-7908
11928,11929,METACYC:RXN-3461
11932,11933,METACYC:ACETONE-CYANHYDRIN-LYASE-RXN
11936,11937,METACYC:RXN-87
11940,11941,METACYC:CITRULLINASE-RXN
11948,11949,METACYC:3.1.2.23-RXN
11956,11957,METACYC:STERYL-BETA-GLUCOSIDASE-RXN
11960,11962,METACYC:SUCCINYLDIAMINOPIMTRANS-RXN
11964,11965,METACYC:RXN-8650
11968,11969,METACYC:KYNURENINE-78-HYDROXYLASE-RXN
11972,11973,METACYC:RXN-15294
11976,11977,METACYC:ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN
11980,11982,METACYC:1.6.4.9-RXN
11984,11985,METACYC:PROGESTERONE-MONOOXYGENASE-RXN
11988,11989,METACYC:2.1.1.79-RXN
11992,11993,METACYC:L-PIPECOLATE-OXIDASE-RXN
11996,11997,METACYC:2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN
12004,12005,METACYC:2.4.1.220-RXN
12012,12013,METACYC:THIKIN-RXN
12016,12017,METACYC:RXN-8562
12024,12025,METACYC:2.3.1.91-RXN
12032,12033,METACYC:3.1.1.77-RXN
12044,12045,METACYC:RXN-19278
12048,12049,METACYC:3-OXOADIPATE-COA-TRANSFERASE-RXN
12052,12053,METACYC:TRICHODIENE-SYNTHASE-RXN
12056,12057,METACYC:ERYTH4PDEHYDROG-RXN
12060,12061,METACYC:RXN-16920
12068,12069,METACYC:HOLO-ACP-SYNTH-RXN
12072,12073,METACYC:3.8.1.11-RXN
12076,12077,METACYC:ARYL-ALCOHOL-DEHYDROGENASE-RXN
12080,12081,METACYC:2.3.1.180-RXN
12104,12105,METACYC:THYMIDYLATESYN-RXN
12112,12113,METACYC:RXN-17530
12120,12121,METACYC:GLUC1PADENYLTRANS-RXN
12124,12125,METACYC:2.3.1.133-RXN
12128,12130,METACYC:GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
12132,12133,METACYC:3.6.3.3-RXN
12132,12133,METACYC:RXN-21035
12136,12138,METACYC:RXN-20994
12140,12141,METACYC:2.7.1.145-RXN
12152,12153,METACYC:LINA2-RXN
12160,12161,METACYC:KDUD-RXN
12164,12165,METACYC:ARYL-SULFOTRANSFERASE-RXN
12168,12170,METACYC:ALLYL-ALCOHOL-DEHYDROGENASE-RXN
12176,12177,METACYC:2.1.1.28-RXN
12180,12181,METACYC:ANTHRANILATE-N-METHYLTRANSFERASE-RXN
12188,12189,METACYC:2OXOGLUTDECARB-RXN
12192,12193,METACYC:RXN-18793
12196,12197,METACYC:FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN
12200,12201,METACYC:1.14.11.24-RXN
12204,12205,METACYC:RXN-15671
12208,12209,METACYC:3.1.1.56-RXN
12212,12213,METACYC:9-FLUORENOL-DEHYDROGENASE-RXN
12216,12217,METACYC:9-FLUORENOL-DEHYDROGENASE-RXN
12228,12229,METACYC:ASNSYNB-RXN
12232,12234,METACYC:RXN-7566
12236,12237,METACYC:RXN-7637
12240,12241,METACYC:2.3.1.165-RXN
12248,12250,METACYC:UDPNACETYLMURAMATEDEHYDROG-RXN
12252,12253,METACYC:CONIFERIN-BETA-GLUCOSIDASE-RXN
12256,12257,METACYC:CYCLOHEXADIENYL-DEHYDROGENASE-RXN
12256,12257,METACYC:RXN-14476
15417,15418,METACYC:RXN-14476
12260,12261,METACYC:NADH-KINASE-RXN
23816,23817,METACYC:PUTTRANSAM-RXN
12272,12273,METACYC:RXN66-221
12276,12277,METACYC:RXN0-2301
12280,12281,METACYC:2.7.1.149-RXN
12288,12289,METACYC:ALPHA-L-FUCOSIDASE-RXN
12292,12293,METACYC:SERINE--TRNA-LIGASE-RXN
12296,12297,METACYC:4.3.3.4-RXN
12300,12301,METACYC:2.5.1.25-RXN
12304,12305,METACYC:1.2.1.31-RXN
12308,12309,METACYC:1.2.1.31-RXN
12308,12309,METACYC:ALLYSINE-DEHYDROG-RXN
12312,12313,METACYC:RXN-20709
12316,12317,METACYC:PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN
12320,12322,METACYC:1.3.1.73-RXN
12324,12325,METACYC:3.2.2.11-RXN
12332,12333,METACYC:3.6.3.30-RXN
12336,12337,METACYC:CARBOXYMETHYLOXYSUCCINATE-LYASE-RXN
12340,12341,METACYC:LEUCYLTRANSFERASE-RXN
12344,12346,METACYC:GLUTRNAREDUCT-RXN
12348,12349,METACYC:MUCONOLACTONE-DELTA-ISOMERASE-RXN
12352,12353,METACYC:L-GULONOLACTONE-OXIDASE-RXN
12360,12361,METACYC:RXN-8694
12368,12369,METACYC:DEHYDROGLUCONATE-DEHYDROGENASE-RXN
12372,12373,METACYC:CARBOXYMETHYLENEBUTENOLIDASE-RXN
12376,12377,METACYC:FUCULOKIN-RXN
12384,12385,METACYC:DIHYDROURACIL-OXIDASE-RXN
12388,12389,METACYC:ISOFLAVONE-2-HYDROXYLASE-RXN
12400,12401,METACYC:NMNAMIDOHYDRO-RXN
12404,12405,METACYC:LACTOSE-SYNTHASE-RXN
12412,12413,METACYC:3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN
12420,12421,METACYC:TAGAKIN-RXN
12428,12429,METACYC:1.6.5.7-RXN
12432,12433,METACYC:2.3.2.10-RXN
12440,12441,METACYC:1.5.1.7-RXN
12444,12446,METACYC:2-HEXADECENAL-REDUCTASE-RXN
12448,12449,METACYC:PANTOTHENASE-RXN
12452,12453,METACYC:2.7.1.134-RXN
12464,12465,METACYC:2.4.1.123-RXN
38911,38912,METACYC:RXN-14980
12472,12473,METACYC:RXN-8674
12476,12477,METACYC:N-FORMYLGLUTAMATE-DEFORMYLASE-RXN
12484,12485,METACYC:5-NUCLEOTID-RXN
12496,12497,METACYC:RXN-15292
12500,12502,METACYC:1.5.1.25-RXN
12504,12506,METACYC:1.5.1.25-RXN
12508,12509,METACYC:LOGANATE-O-METHYLTRANSFERASE-RXN
12512,12513,METACYC:D-ASPARTATE-OXIDASE-RXN
12516,12517,METACYC:RXN-11527
12520,12521,METACYC:RXN-14987
12524,12526,METACYC:RXN-19250
12524,12526,METACYC:RXN-8166
30807,30809,METACYC:RXN-8166
12536,12537,METACYC:CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN
12540,12541,METACYC:ALANINE--TRNA-LIGASE-RXN
12548,12549,METACYC:1.1.1.288-RXN
12552,12553,METACYC:PINOSYLVIN-SYNTHASE-RXN
12556,12557,METACYC:6PGLUCONOLACT-RXN
12568,12569,METACYC:4-NITROPHENOL-2-MONOOXYGENASE-RXN
12572,12573,METACYC:6.3.1.10-RXN
12576,12577,METACYC:PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN
12580,12582,METACYC:TAUROPINE-DEHYDROGENASE-RXN
12588,12589,METACYC:2.4.1.92-RXN
12605,12606,METACYC:DXS-RXN
12613,12614,METACYC:1.8.4.4-RXN
12625,12626,METACYC:2.3.1.92-RXN
12629,12630,METACYC:HYOSCYAMINE-6-DIOXYGENASE-RXN
12633,12634,METACYC:BENZOATE-12-DIOXYGENASE-RXN
12649,12650,METACYC:RXN-12158
42668,42669,METACYC:RXN-12158
12653,12654,METACYC:1.1.1.39-RXN
12669,12670,METACYC:3.1.3.43-RXN
12673,12675,METACYC:NITRILE-HYDRATASE-RXN
12677,12678,METACYC:1.14.99.21-RXN
12681,12682,METACYC:CREATININE-DEAMINASE-RXN
12685,12687,METACYC:1.8.1.15-RXN
12689,12691,METACYC:1.8.1.15-RXN
12693,12694,METACYC:RXN-7461
12697,12698,METACYC:GMKALT-RXN
12705,12706,METACYC:2.1.1.77-RXN
12709,12710,METACYC:1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN
12717,12718,METACYC:2.7.1.140-RXN
12733,12735,METACYC:QUINOPRIBOTRANS-RXN
12737,12739,METACYC:1.21.4.1-RXN
12745,12746,METACYC:14-LACTONASE-RXN
12769,12770,METACYC:GLUCONATE-2-DEHYDROGENASE-RXN
12773,12774,METACYC:RXN-6266
12777,12778,METACYC:PTERIDINE-OXIDASE-RXN
12793,12794,METACYC:2.7.1.152-RXN
12797,12798,METACYC:6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN
12805,12806,METACYC:RXN-13806
12809,12810,METACYC:CATECHOL-OXIDASE-DIMERIZING-RXN
12833,12834,METACYC:3.5.1.82-RXN
12837,12838,METACYC:CHOLINE-KINASE-RXN
12849,12850,METACYC:MYOSIN-LIGHT-CHAIN-PHOSPHATASE-RXN
12857,12859,METACYC:METHYLASPARTATE-MUTASE-RXN
12861,12862,METACYC:GUANOSINE-DEAMINASE-RXN
12865,12866,METACYC:1-METHYLADENOSINE-NUCLEOSIDASE-RXN
12869,12870,METACYC:4.2.3.16-RXN
12873,12875,METACYC:RXN-17525
12877,12878,METACYC:RXN-12017
12893,12894,METACYC:PROSTAGLANDIN-E-SYNTHASE-RXN
12897,12898,METACYC:1.14.13.93-RXN
12905,12906,METACYC:MANNPGUANYLTRANGDP-RXN
12913,12914,METACYC:RXN-8654
12917,12918,METACYC:STRICTOSIDINE-BETA-GLUCOSIDASE-RXN
12921,12922,METACYC:5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
12933,12934,METACYC:FUCPALDOL-RXN
12941,12942,METACYC:2.4.1.143-RXN
12949,12950,METACYC:D-FUCONATE-HYDRATASE-RXN
12957,12958,METACYC:ACETYLESTERASE-RXN
12961,12963,METACYC:2.8.3.9-RXN
12965,12966,METACYC:GALACTURONOKINASE-RXN
12969,12970,METACYC:GLYCPDIESTER-RXN
12977,12978,METACYC:PHOSPHOAMIDASE-RXN
12981,12982,METACYC:RXN-13161
12989,12990,METACYC:3.1.4.49-RXN
13001,13002,METACYC:3.1.3.72-RXN
13005,13006,METACYC:2.1.1.115-RXN
13009,13010,METACYC:ARYLFORMAMIDASE-RXN
13013,13014,METACYC:2.4.1.151-RXN
13017,13019,METACYC:URACIL-PRIBOSYLTRANS-RXN
13021,13022,METACYC:RXN-10891
13029,13030,METACYC:N-ACYLHEXOSAMINE-OXIDASE-RXN
13041,13042,METACYC:DOPACHROME-DELTA-ISOMERASE-RXN
13045,13046,METACYC:1.14.13.78-RXN
13057,13058,METACYC:N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN
13061,13062,METACYC:FESGSHTHIO-RXN
13065,13066,METACYC:ATPASE-RXN
13069,13070,METACYC:ETHANOLAMINE-KINASE-RXN
13073,13074,METACYC:PPPGPPHYDRO-RXN
13085,13086,METACYC:2.3.1.89-RXN
13089,13091,METACYC:1.7.2.2-RXN
13093,13094,METACYC:2.4.1.47-RXN
13097,13098,METACYC:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
13101,13103,METACYC:UROCANATE-HYDRATASE-RXN
13105,13106,METACYC:GLYCEROL-2-PHOSPHATASE-RXN
13117,13118,METACYC:2.5.1.51-RXN
13129,13130,METACYC:2.4.1.209-RXN
13133,13134,METACYC:DOLICHOL-KINASE-RXN
13137,13138,METACYC:2.1.1.142-RXN
13149,13150,METACYC:NQOR-RXN
46160,46161,METACYC:NQOR-RXN
46164,46165,METACYC:NQOR-RXN
13161,13162,METACYC:THREODEHYD-RXN
13173,13174,METACYC:1.20.1.1-RXN
13177,13178,METACYC:4.1.2.29-RXN
13181,13182,METACYC:3.6.3.26-RXN
13185,13186,METACYC:OHMETHYLBILANESYN-RXN
13189,13190,METACYC:GALACTOLIPASE-RXN
13193,13194,METACYC:RXN0-743
13201,13202,METACYC:GLYCINE-AMIDINOTRANSFERASE-RXN
13213,13214,METACYC:RXN0-5293
13217,13218,METACYC:RXN0-5293
13213,13214,METACYC:SUCCSEMIALDDEHYDROG-RXN
13217,13218,METACYC:SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
13221,13223,METACYC:MEVALDATE-REDUCTASE-RXN
13237,13238,METACYC:L-GLN-FRUCT-6-P-AMINOTRANS-RXN
13241,13242,METACYC:FUCOKINASE-RXN
13249,13250,METACYC:1.1.1.268-RXN
13265,13266,METACYC:2.1.4.2-RXN
13269,13270,METACYC:GLUCOSYLCERAMIDASE-RXN
13273,13274,METACYC:2.8.2.19-RXN
13277,13278,METACYC:6.3.2.29-RXN
13285,13286,METACYC:GLUTCYSLIG-RXN
13289,13290,METACYC:2.7.8.15-RXN
13305,13306,METACYC:SINAPATE-1-GLUCOSYLTRANSFERASE-RXN
13309,13310,METACYC:1.2.1.67-RXN
13313,13314,METACYC:SARCOX-RXN
13325,13326,METACYC:1.1.1.136-RXN
13329,13330,METACYC:3-OXOSTEROID-1-DEHYDROGENASE-RXN
13333,13334,METACYC:3.1.3.54-RXN
13337,13338,METACYC:URONOLACTONASE-RXN
13341,13342,METACYC:RXN-18515
13345,13346,METACYC:RXN-17573
13349,13350,METACYC:RXN-10768
13353,13354,METACYC:RXN-18008
13357,13358,METACYC:3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN
13361,13362,METACYC:2.7.7.39-RXN
13369,13370,METACYC:4.2.3.27-RXN
13377,13378,METACYC:PHOSPHOGLUCOKINASE-RXN
13381,13382,METACYC:ACECOATRANS-RXN
13385,13386,METACYC:3-OXOLAURATE-DECARBOXYLASE-RXN
13397,13398,METACYC:6-OXOHEXANOATE-OXIDATION-RXN
13405,13406,METACYC:AGMATINE-N4-COUMAROYLTRANSFERASE-RXN
13409,13411,METACYC:RXN0-4022
13417,13419,METACYC:XANTHOMMATIN-REDUCTASE-RXN
13425,13426,METACYC:3.2.2.10-RXN
13433,13434,METACYC:CYTIDEAM-RXN
13437,13438,METACYC:CINNAMATE-GLUCOSYLTRANSFERASE-RXN
13441,13442,METACYC:4.4.1.25-RXN
13453,13454,METACYC:FLAVONOL-3-SULFOTRANSFERASE-RXN
13465,13466,METACYC:2.3.1.58-RXN
13469,13470,METACYC:RXN-8646
13477,13478,METACYC:N-METHYLALANINE-DEHYDROGENASE-RXN
13481,13482,METACYC:METHIONINE--TRNA-LIGASE-RXN
13489,13490,METACYC:TETRAHYDROBERBERINE-OXIDASE-RXN
13493,13495,METACYC:ACETOOHBUTREDUCTOISOM-RXN
13497,13498,METACYC:5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN
13501,13502,METACYC:BIOTIN-CARBOXYL-RXN
13505,13506,METACYC:CHOLINE-OXIDASE-RXN
13509,13510,METACYC:NAG1P-URIDYLTRANS-RXN
13517,13518,METACYC:DTMPKI-RXN
13521,13522,METACYC:D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
13525,13526,METACYC:R541-RXN
13537,13538,METACYC:2.4.1.217-RXN
13541,13542,METACYC:RXN-10852
13545,13546,METACYC:RXN-8620
13549,13550,METACYC:2.7.7.30-RXN
13557,13558,METACYC:GLUTATHIONE-SYN-RXN
13565,13566,METACYC:TEICHOICSYN4-RXN
13569,13570,METACYC:2.4.1.165-RXN
13573,13574,METACYC:2.4.1.43-RXN
13577,13578,METACYC:WAX-ESTER-HYDROLASE-RXN
13581,13582,METACYC:2.7.8.17-RXN
13589,13590,METACYC:METHYLCROTONYL-COA-CARBOXYLASE-RXN
13609,13610,METACYC:2.7.1.150-RXN
13617,13618,METACYC:METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
13621,13622,METACYC:5.4.99.15-RXN
13629,13630,METACYC:CARVEOL-DEHYDROGENASE-RXN
13633,13634,METACYC:RXN0-3901
13637,13638,METACYC:METHANE-MONOOXYGENASE-RXN
13641,13642,METACYC:METHANE-MONOOXYGENASE-RXN
13657,13658,METACYC:CITRATE-PRO-3S-LYASE-THIOLESTERASE-RXN
13665,13666,METACYC:GUANYLCYC-RXN
13669,13670,METACYC:4.1.1.51-RXN
13673,13674,METACYC:URITRANS-RXN
13681,13682,METACYC:DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
13685,13687,METACYC:RXN66-321
13693,13695,METACYC:2.1.1.19-RXN
13697,13698,METACYC:RIBOKIN-RXN
13713,13714,METACYC:SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
